experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.5172,0.1539,2.2884,14430.97,92.14,92.2106,92.14,92.1492
SVD rank 0068 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,True,58.1333,1709076,5.7086,1.8756,6.5408,96.5864,1.4871,0.0434,2.0899,20458.47,89.33,89.4044,89.33,89.3043
SVD rank 0104 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,2605332,3.7448,1.8548,9.9596,98.5176,1.5327,0.0651,3.0213,17899.04,88.6,89.2763,88.6,88.7016
SVD rank 0104 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,True,58.6014,2605332,3.7448,1.8548,9.9598,108.4575,1.6042,0.0651,2.013,19112.7,88.6,89.2763,88.6,88.7016
SVD rank 0161 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,False,0.0,3984276,2.4487,1.8481,15.2199,103.9419,1.5514,0.0893,2.9526,16980.78,91.15,91.3321,91.15,91.1786
SVD rank 0161 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,True,58.1019,3984276,2.4487,1.8481,15.22,120.6616,1.5666,0.0893,2.2968,17631.26,91.15,91.3321,91.15,91.1786
SVD rank 0247 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,False,0.0,5967764,1.6349,1.8188,22.7863,111.1118,1.5193,0.1195,2.9882,13888.24,91.84,91.9318,91.84,91.8524
SVD rank 0247 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,True,65.0441,5967764,1.6349,1.8188,22.7865,133.9082,1.5267,0.1195,2.2785,14455.13,91.84,91.9318,91.84,91.8524
SVD rank 0400 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9062036,1.0766,1.8698,34.59,123.0952,1.5972,0.1455,3.4237,11763.85,92.11,92.1796,92.11,92.1168
SVD rank 0400 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,75.7157,9062036,1.0766,1.8698,34.5902,158.6499,1.5832,0.1455,2.488,11885.12,92.11,92.1796,92.11,92.1168
Tucker rank 0002 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24708,394.8691,4.1104,0.1153,82.8936,1.4996,0.0011,2.319,21536.51,10.0,1.0,10.0,1.8182
Tucker rank 0002 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,56.5712,24708,394.8691,4.1104,0.1155,82.9927,1.4748,0.0011,2.2988,25043.69,28.88,30.0239,28.88,24.6893
Tucker rank 0010 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,10,False,0.0,91489,106.6404,4.2867,0.3701,83.1489,1.5469,0.0034,2.7749,19607.23,10.0,1.0001,10.0,1.8183
Tucker rank 0010 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,10,True,55.0659,91489,106.6404,4.2867,0.3702,83.5034,1.4507,0.0034,2.3262,25014.8,71.1,72.0136,71.1,70.9107
Tucker rank 0018 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,False,0.0,162137,60.174,4.7495,0.6396,83.4155,1.5233,0.0062,2.5007,18261.9,9.72,3.8637,9.72,3.6686
Tucker rank 0018 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,True,55.6035,162137,60.174,4.7495,0.6397,84.0366,1.5327,0.0062,2.441,23473.86,78.62,79.3866,78.62,78.4442
Tucker rank 0029 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,False,0.0,272445,35.8106,4.927,1.0604,83.8394,1.5918,0.0107,2.4482,18378.49,15.08,4.5521,15.08,6.2099
Tucker rank 0029 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,True,56.7378,272445,35.8106,4.927,1.0605,84.8843,1.5248,0.0107,2.5669,23553.17,83.28,83.6747,83.28,83.3259
Tucker rank 0044 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,False,0.0,447435,21.8052,5.3209,1.7279,102.9604,1.6144,0.0185,2.4852,15585.17,36.78,77.5865,36.78,33.2833
Tucker rank 0044 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,True,56.7325,447435,21.8052,5.3209,1.7281,104.6724,1.502,0.0185,2.3889,21082.04,85.28,85.519,85.28,85.1825
Tucker rank 0068 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,False,0.0,783319,12.4552,6.0676,3.0092,85.8027,1.4957,0.0334,2.3242,16445.22,75.19,84.4803,75.19,76.5016
Tucker rank 0068 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,True,57.8491,783319,12.4552,6.0676,3.0094,88.7954,1.5166,0.0334,2.3683,20342.63,88.03,88.2036,88.03,88.0319
Tucker rank 0104 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,1387255,7.0329,6.9701,5.313,101.4824,1.6912,0.0527,2.4081,15189.87,87.85,89.034,87.85,88.0222
Tucker rank 0104 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,True,58.2473,1387255,7.0329,6.9701,5.3132,106.7778,1.5862,0.0527,2.4174,19212.27,87.85,89.034,87.85,88.0222
Tucker rank 0161 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,False,0.0,2554468,3.8194,8.4458,9.7656,116.8232,1.5784,0.0821,2.3791,14966.43,90.88,91.1334,90.88,90.9285
Tucker rank 0161 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,True,64.0148,2554468,3.8194,8.4458,9.7658,126.5708,1.5647,0.0821,2.42,17269.9,90.88,91.1334,90.88,90.9285
Tucker rank 0247 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,False,0.0,4804916,2.0305,10.3638,18.3504,126.3184,1.5285,0.1288,2.5473,13024.98,91.87,91.9889,91.87,91.8906
Tucker rank 0247 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,True,77.9734,4804916,2.0305,10.3638,18.3505,145.0366,1.5063,0.1288,2.3488,13664.45,91.87,91.9889,91.87,91.8906
Tucker rank 0400 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,8772215,1.1122,13.8572,33.4844,142.4141,1.5691,0.1652,3.1186,10890.78,92.21,92.2927,92.21,92.2217
Tucker rank 0400 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,105.1682,8772215,1.1122,13.8572,33.4846,176.2612,1.6118,0.1652,2.3538,11125.92,92.21,92.2927,92.21,92.2217
TT rank 0002 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,29050,335.8494,1.8508,0.1319,99.2173,1.6313,0.0006,5.483,11617.67,10.0,1.0,10.0,1.8182
TT rank 0002 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,68.3343,29050,335.8494,1.8508,0.1324,99.3374,1.6087,0.0006,5.0673,11684.64,28.05,24.6559,28.05,23.2745
TT rank 0010 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,10,False,0.0,265100,36.8028,1.8694,1.0323,100.1152,1.8113,0.0006,5.7651,11402.09,10.0,1.0004,10.0,1.8188
TT rank 0010 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,10,True,71.8731,265100,36.8028,1.8694,1.0329,101.1333,1.617,0.0006,5.113,11142.21,76.16,76.0787,76.16,75.8887
TT rank 0018 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,False,0.0,464996,20.9817,1.8482,1.7949,100.8774,1.6228,0.0006,5.9486,11211.63,10.04,11.0004,10.04,1.8985
TT rank 0018 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,True,72.1644,464996,20.9817,1.8482,1.7954,102.6577,1.6352,0.0006,5.1935,11257.24,81.52,83.0769,81.52,81.7409
TT rank 0029 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,False,0.0,739671,13.1902,1.8736,2.8427,101.9258,1.6808,0.0006,5.7913,11189.27,21.1,27.7132,21.1,14.7899
TT rank 0029 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,True,72.3889,739671,13.1902,1.8736,2.8432,104.7544,1.6962,0.0006,5.22,11133.49,84.28,84.6812,84.28,84.1338
TT rank 0044 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,False,0.0,1113111,8.765,1.8516,4.2673,103.3501,1.6849,0.0006,5.8823,11082.89,44.54,77.745,44.54,43.2848
TT rank 0044 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,True,73.1285,1113111,8.765,1.8516,4.2678,107.603,1.6868,0.0006,5.2157,11400.15,87.01,87.2386,87.01,87.0475
TT rank 0068 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,False,0.0,1710615,5.7035,1.8248,6.5466,106.4185,1.653,0.0006,5.867,11116.97,80.72,85.2966,80.72,81.3559
TT rank 0068 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,True,74.8228,1710615,5.7035,1.8248,6.5471,114.9351,1.5754,0.0006,5.2868,10985.78,88.59,88.6305,88.59,88.5807
TT rank 0104 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,2606871,3.7426,1.9637,9.9655,109.439,1.6446,0.0006,5.9738,10783.6,88.64,89.3123,88.64,88.7414
TT rank 0104 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,True,77.3117,2606871,3.7426,1.9637,9.966,119.7183,1.6211,0.0006,5.446,10964.17,88.64,89.3123,88.64,88.7414
TT rank 0161 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,False,0.0,4002711,2.4375,1.8364,15.2902,114.9277,1.6175,0.0006,6.1837,10608.99,91.03,91.2333,91.03,91.0645
TT rank 0161 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,True,78.3931,4002711,2.4375,1.8364,15.2907,130.8481,1.6512,0.0006,5.6647,10702.42,91.03,91.2333,91.03,91.0645
TT rank 0247 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,False,0.0,6083223,1.6038,1.8534,23.2267,122.9155,1.5935,0.0006,6.6038,10117.86,91.89,91.9855,91.89,91.9046
TT rank 0247 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,True,82.7295,6083223,1.6038,1.8534,23.2272,147.207,1.6955,0.0006,6.0739,10358.22,91.89,91.9855,91.89,91.9046
TT rank 0400 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9213207,1.059,1.9772,35.1667,135.2339,1.6596,0.0006,7.2669,9731.9,92.14,92.2151,92.14,92.1496
TT rank 0400 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,89.5717,9213207,1.059,1.9772,35.1672,169.6362,1.6396,0.0006,6.7351,9735.0,92.14,92.2151,92.14,92.1496
CP rank 0002 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24516,397.9616,7.3341,0.1146,82.8975,1.4308,0.0011,2.5053,21913.11,10.0,1.0,10.0,1.8182
CP rank 0002 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,56.0407,24516,397.9616,7.3341,0.1148,83.0005,1.5751,0.0011,2.4976,22939.84,25.55,16.9625,25.55,17.3513
CP rank 0011 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,92511,105.4623,10.3378,0.374,83.1553,1.5343,0.0031,2.5027,18634.58,10.0,1.0,10.0,1.8182
CP rank 0011 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,55.0773,92511,105.4623,10.3378,0.3741,83.5161,1.4752,0.0031,2.5712,22994.72,60.78,61.3678,60.78,59.9591
CP rank 0021 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,False,0.0,163421,59.7012,11.3906,0.6445,83.4238,1.5169,0.0053,2.5234,17111.94,9.99,0.9998,9.99,1.8177
CP rank 0021 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,True,55.5902,163421,59.7012,11.3906,0.6446,84.0532,1.4946,0.0053,2.4877,23110.3,68.61,71.2705,68.61,69.2725
CP rank 0040 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,False,0.0,296909,32.86,12.7138,1.1537,83.9297,1.5488,0.0082,2.5528,17034.57,10.62,26.8878,10.62,3.0033
CP rank 0040 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,True,55.6958,296909,32.86,12.7138,1.1539,85.0649,1.5676,0.0082,2.6348,20965.07,80.17,80.7935,80.17,80.2352
CP rank 0075 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,False,0.0,542539,17.9829,15.3432,2.0907,84.8682,1.5438,0.0134,2.5754,16051.02,55.81,79.8308,55.81,55.9991
CP rank 0075 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,True,56.4714,542539,17.9829,15.3432,2.0909,86.9419,1.5086,0.0134,2.4742,21373.29,84.05,84.3504,84.05,84.0108
CP rank 0151 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,151,False,0.0,1075907,9.0681,19.2961,4.1253,86.9043,1.5548,0.0247,2.4998,14665.22,84.24,86.7669,84.24,84.4568
CP rank 0151 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,151,True,56.7369,1075907,9.0681,19.2961,4.1255,91.0142,1.473,0.0247,2.5302,19011.94,88.2,88.3645,88.2,88.2434
CP rank 0283 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,283,False,0.0,2002283,4.8727,27.4587,7.6592,106.4409,1.5452,0.0442,2.6919,11554.38,90.07,90.572,90.07,90.1418
CP rank 0283 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,283,True,67.3923,2002283,4.8727,27.4587,7.6593,114.084,1.5157,0.0442,2.5246,13616.23,90.07,90.572,90.07,90.1418
CP rank 0531 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,531,False,0.0,3672353,2.6567,49.186,14.03,134.5029,1.5758,0.0728,2.496,8561.47,91.48,91.6727,91.48,91.5128
