experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.6692,0.1539,2.3208,14438.69,92.14,92.2106,92.14,92.1492
SVD rank 0068 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,False,0.0,1709531,5.7071,2.0124,6.5424,90.1064,1.6696,0.0438,2.809,17881.93,80.72,85.2966,80.72,81.3559
SVD rank 0068 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,True,59.5905,1709531,5.7071,2.0124,6.5426,96.6294,1.699,0.0438,2.0713,19796.83,85.61,85.7001,85.61,85.4303
SVD rank 0104 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,2605787,3.7441,1.9679,9.9614,98.5195,1.6535,0.0656,2.763,17292.12,88.65,89.3225,88.65,88.7512
SVD rank 0104 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,True,60.2488,2605787,3.7441,1.9679,9.9615,108.4614,1.5744,0.0656,2.1097,18988.36,86.07,86.3089,86.07,86.0375
SVD rank 0161 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,False,0.0,4001627,2.4381,1.9732,15.2861,114.897,1.6179,0.0941,3.1885,15654.01,91.03,91.2344,91.03,91.0651
SVD rank 0161 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,True,61.01,4001627,2.4381,1.9732,15.2862,130.5786,1.6442,0.0941,2.2537,16823.25,86.11,86.6234,86.11,86.1519
SVD rank 0247 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,False,0.0,6082139,1.6041,2.0097,23.2226,122.8848,1.6566,0.1305,3.0865,13465.78,91.88,91.9771,91.88,91.8953
SVD rank 0247 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,True,69.0008,6082139,1.6041,2.0097,23.2228,147.7524,1.6746,0.1305,2.3263,13923.03,85.1,85.2815,85.1,84.9773
SVD rank 0400 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9212123,1.0591,2.0303,35.1625,135.2031,1.6557,0.1588,3.2466,11161.56,92.14,92.2151,92.14,92.1496
SVD rank 0400 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,77.2633,9212123,1.0591,2.0303,35.1627,172.8149,1.7388,0.1588,2.6122,11586.35,86.09,86.6163,86.09,86.029
Tucker rank 0002 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24708,394.8691,4.3692,0.1153,82.8936,1.6887,0.0011,2.4363,20154.66,10.0,1.0,10.0,1.8182
Tucker rank 0002 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,60.6439,24708,394.8691,4.3692,0.1155,82.9927,1.6237,0.0011,2.4189,22176.62,25.55,16.4676,25.55,17.9853
Tucker rank 0010 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,10,False,0.0,91489,106.6404,4.812,0.3701,83.1489,1.7025,0.0034,2.4384,18458.19,10.0,1.0001,10.0,1.8183
Tucker rank 0010 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,10,True,60.9559,91489,106.6404,4.812,0.3702,83.5034,1.6433,0.0034,2.3694,20999.92,70.12,71.9191,70.12,70.0713
Tucker rank 0018 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,False,0.0,162137,60.174,5.4775,0.6396,83.4155,1.78,0.0062,2.5404,17372.79,9.72,3.8637,9.72,3.6686
Tucker rank 0018 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,True,60.8157,162137,60.174,5.4775,0.6397,84.0366,1.6008,0.0062,2.4215,21970.25,77.14,78.0805,77.14,76.537
Tucker rank 0029 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,False,0.0,272445,35.8106,5.4579,1.0604,83.8394,1.6666,0.0107,2.4485,17259.62,15.08,4.5521,15.08,6.2099
Tucker rank 0029 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,True,61.1257,272445,35.8106,5.4579,1.0605,84.8843,1.6567,0.0107,2.6987,21019.72,82.07,82.7442,82.07,82.0482
Tucker rank 0044 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,False,0.0,447435,21.8052,5.9704,1.7279,102.9604,1.7091,0.0185,2.5063,14322.15,36.78,77.5865,36.78,33.2833
