experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9802596,1.0,0.0,37.415,128.5977,1.5726,0.1539,2.2665,14222.04,70.8,70.9997,70.8,70.7966
SVD rank 0015 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,15,False,0.0,393365,24.9198,1.9085,1.5216,84.3408,1.5867,0.0111,2.0945,15672.76,1.0,0.01,1.0,0.0198
SVD rank 0015 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,15,True,18.2919,393365,24.9198,1.9085,1.5218,85.8433,1.5017,0.0111,2.1803,22914.79,23.62,22.9854,23.62,20.8003
SVD rank 0018 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,False,0.0,470162,20.8494,1.9238,1.8146,84.6333,1.5002,0.0132,2.1492,17105.35,1.0,0.01,1.0,0.0198
SVD rank 0018 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,True,18.2815,470162,20.8494,1.9238,1.8148,86.4282,1.5435,0.0132,2.178,22431.18,32.43,33.9513,32.43,30.2996
SVD rank 0020 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,20,False,0.0,521178,18.8085,1.8864,2.0092,84.8276,1.5502,0.0144,2.1042,16088.67,1.0,0.01,1.0,0.0198
SVD rank 0020 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,20,True,18.3771,521178,18.8085,1.8864,2.0094,86.8169,1.5449,0.0144,2.0961,21892.63,33.61,38.0999,33.61,31.6329
SVD rank 0023 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,23,False,0.0,597702,16.4005,1.9513,2.3011,85.1196,1.5521,0.0162,2.1274,17687.36,0.85,0.0152,0.85,0.0298
SVD rank 0023 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,23,True,18.4165,597702,16.4005,1.9513,2.3013,87.4009,1.4978,0.0162,2.1792,22829.65,38.57,43.2055,38.57,37.8126
SVD rank 0026 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,26,False,0.0,674226,14.539,1.921,2.593,85.4116,1.6265,0.018,2.1828,16373.11,1.03,0.0222,1.03,0.0395
SVD rank 0026 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,26,True,18.1796,674226,14.539,1.921,2.5932,87.9849,1.5294,0.018,2.1443,22533.49,41.29,45.3014,41.29,40.689
SVD rank 0030 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,30,False,0.0,776258,12.628,1.8955,2.9823,85.8008,1.5496,0.0204,2.2495,17189.3,1.08,0.0311,1.08,0.0603
SVD rank 0030 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,30,True,18.3382,776258,12.628,1.8955,2.9824,88.7632,1.4875,0.0204,2.1141,23245.55,40.78,46.2462,40.78,40.1851
SVD rank 0033 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,33,False,0.0,852782,11.4948,1.8809,3.2742,86.0928,1.5331,0.0222,2.1011,18354.45,0.78,0.0256,0.78,0.0469
SVD rank 0033 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,33,True,18.3696,852782,11.4948,1.8809,3.2743,89.3472,1.4999,0.0222,2.1259,22767.04,46.95,50.4948,46.95,46.5843
SVD rank 0039 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,39,False,0.0,1005830,9.7458,1.8966,3.858,86.6768,1.5832,0.0259,2.1024,18661.49,1.08,0.2569,1.08,0.1078
SVD rank 0039 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,39,True,18.2223,1005830,9.7458,1.8966,3.8582,90.5151,1.5853,0.0259,2.2069,21404.08,46.92,52.2374,46.92,46.3866
SVD rank 0045 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,45,False,0.0,1158878,8.4587,1.8825,4.4418,87.2607,1.531,0.0295,2.0681,18596.62,1.22,0.8671,1.22,0.2518
SVD rank 0045 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,45,True,18.7083,1158878,8.4587,1.8825,4.442,91.6831,1.5196,0.0295,2.1386,22355.78,47.26,52.368,47.26,46.4641
SVD rank 0050 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,50,False,0.0,1286418,7.6201,1.9439,4.9284,87.7471,1.5102,0.0325,2.8706,20014.04,2.49,5.2299,2.49,0.8569
SVD rank 0050 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,50,True,18.4282,1286418,7.6201,1.9439,4.9285,92.6558,1.6019,0.0325,1.9692,21906.98,49.9,54.35,49.9,49.5324
SVD rank 0058 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,58,False,0.0,1490482,6.5768,1.8704,5.7068,88.5254,1.4823,0.0374,2.9491,20160.23,5.75,17.4524,5.75,3.5519
SVD rank 0058 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,58,True,18.4833,1490482,6.5768,1.8704,5.707,94.5093,1.5132,0.0374,1.9737,21667.82,50.18,55.0966,50.18,49.6353
SVD rank 0064 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,64,False,0.0,1643530,5.9644,1.9284,6.2906,90.1089,1.4929,0.041,2.8981,20678.82,8.87,34.5063,8.87,7.2042
SVD rank 0064 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,64,True,18.4026,1643530,5.9644,1.9284,6.2908,95.6294,1.4973,0.041,2.0043,21487.21,51.59,56.4383,51.59,51.6335
SVD rank 0075 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,False,0.0,1924118,5.0946,1.9758,7.361,90.5996,1.5702,0.0476,2.7252,18627.97,19.59,55.5147,19.59,20.3312
SVD rank 0075 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,True,18.8994,1924118,5.0946,1.9758,7.3612,98.6675,1.5253,0.0476,2.1077,20561.19,59.56,62.4597,59.56,59.6908
SVD rank 0088 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,88,False,0.0,2255722,4.3457,1.9341,8.626,91.4443,1.5176,0.0555,2.8981,19208.78,35.37,60.2072,35.37,37.6494
SVD rank 0088 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,88,True,18.8219,2255722,4.3457,1.9341,8.6261,100.9565,1.5582,0.0555,2.0108,20018.09,61.46,63.3123,61.46,61.3374
SVD rank 0097 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,97,False,0.0,2485294,3.9442,1.9759,9.5017,95.5522,1.5697,0.0609,3.0149,17709.24,43.57,62.1857,43.57,45.6076
SVD rank 0097 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,97,True,19.0598,2485294,3.9442,1.9759,9.5019,105.0342,1.5447,0.0609,2.0063,19450.5,62.06,63.4898,62.06,61.9133
SVD rank 0113 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,113,False,0.0,2879130,3.4047,1.9509,11.0041,99.6177,1.5781,0.069,2.827,18107.63,54.2,65.0588,54.2,56.0032
SVD rank 0113 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,113,True,19.0234,2879130,3.4047,1.9509,11.0042,110.6021,1.6976,0.069,2.1462,18518.26,63.92,65.7483,63.92,64.2919
SVD rank 0126 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,126,False,0.0,3193626,3.0694,1.9053,12.2038,100.4854,1.531,0.0745,2.9102,17995.91,59.57,66.5909,59.57,60.9213
SVD rank 0126 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,126,True,18.6095,3193626,3.0694,1.9053,12.204,114.1479,1.5442,0.0745,2.1457,18722.0,64.68,65.9788,64.68,64.7604
SVD rank 0147 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,False,0.0,3701658,2.6482,1.9578,14.1418,103.8921,1.5611,0.0834,2.9042,16702.57,63.85,68.1167,63.85,64.8351
SVD rank 0147 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,True,19.134,3701658,2.6482,1.9578,14.1419,118.8662,1.559,0.0834,2.1328,17075.29,65.09,66.2267,65.09,65.2133
SVD rank 0163 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,163,False,0.0,4088730,2.3975,1.8906,15.6183,104.2437,1.5181,0.0902,3.0629,16579.92,65.57,68.8917,65.57,66.3736
SVD rank 0163 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,163,True,19.1961,4088730,2.3975,1.8906,15.6185,120.5835,1.5037,0.0902,2.2202,17340.21,64.78,66.3234,64.78,64.9729
SVD rank 0190 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,190,False,0.0,4741914,2.0672,1.8984,18.11,106.3213,1.5321,0.1016,3.1308,16244.26,67.67,69.7729,67.67,68.1953
SVD rank 0190 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,190,True,19.7448,4741914,2.0672,1.8984,18.1102,125.6069,1.5458,0.1016,2.323,16768.27,65.47,66.7061,65.47,65.4948
SVD rank 0223 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,223,False,0.0,5520538,1.7757,1.8872,21.0803,109.7466,1.5025,0.1144,3.1982,13813.61,69.12,70.6,69.12,69.5094
SVD rank 0223 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,223,True,8.3071,5520538,1.7757,1.8872,21.0804,130.9272,1.5355,0.1144,2.2393,14500.17,58.44,62.8159,58.44,58.7278
SVD rank 0251 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,251,False,0.0,6104730,1.6057,1.9227,23.3088,111.6079,1.6142,0.1203,3.3365,13655.84,69.44,70.6478,69.44,69.7552
SVD rank 0251 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,251,True,8.5621,6104730,1.6057,1.9227,23.3089,136.6274,1.5872,0.1203,2.3425,13997.66,59.78,63.1561,59.78,59.9277
SVD rank 0300 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,300,False,0.0,7095706,1.3815,1.9247,27.089,116.0269,1.5613,0.1286,3.1184,12880.57,70.08,70.8297,70.08,70.2584
SVD rank 0300 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,300,True,9.0506,7095706,1.3815,1.9247,27.0892,143.6177,1.5537,0.1286,2.3595,13023.57,57.82,62.4508,57.82,58.3556
SVD rank 0337 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,337,False,0.0,7843994,1.2497,1.9229,29.9435,119.1499,1.583,0.1349,3.1993,11920.55,70.31,70.812,70.31,70.4087
SVD rank 0337 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,337,True,9.4323,7843994,1.2497,1.9229,29.9437,149.4438,1.5786,0.1349,2.5181,12242.79,58.83,62.8758,58.83,59.1166
SVD rank 0400 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9118106,1.0751,1.9623,34.8039,123.353,1.5973,0.1456,3.2512,11258.36,70.76,71.1548,70.76,70.8178
SVD rank 0400 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,9.7782,9118106,1.0751,1.9623,34.8041,159.0532,1.5538,0.1456,2.5128,11242.26,58.25,61.6922,58.25,57.8739
Tucker rank 0002 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24978,392.4492,4.1816,0.1164,82.938,1.4721,0.0011,2.2672,20895.05,1.0,0.01,1.0,0.0198
Tucker rank 0002 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,7.2534,24978,392.4492,4.1816,0.1165,83.0376,1.4573,0.0011,2.25,24429.16,0.99,0.0099,0.99,0.0196
Tucker rank 0005 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,5,False,0.0,49359,198.5979,4.2645,0.2094,83.0298,1.529,0.0019,2.3,20031.99,1.0,0.01,1.0,0.0198
Tucker rank 0005 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,5,True,10.8068,49359,198.5979,4.2645,0.2095,83.2212,1.4752,0.0019,2.2249,25351.0,1.0,0.01,1.0,0.0198
Tucker rank 0008 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,8,False,0.0,74853,130.958,4.2645,0.3066,83.1274,1.5031,0.0028,2.2563,19516.77,1.0,0.01,1.0,0.0198
Tucker rank 0008 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,8,True,18.0412,74853,130.958,4.2645,0.3068,83.4165,1.5203,0.0028,2.2746,24133.11,8.05,5.078,8.05,4.3809
Tucker rank 0011 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,101481,96.5954,4.4896,0.4082,83.2295,1.5468,0.0037,2.3092,18699.59,1.0,0.01,1.0,0.0198
Tucker rank 0011 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,18.2075,101481,96.5954,4.4896,0.4084,83.6206,1.484,0.0037,2.3012,23742.5,14.79,12.8918,14.79,11.3501
Tucker rank 0013 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,13,False,0.0,119863,81.7817,4.5781,0.4783,83.2983,1.5309,0.0044,2.4194,18506.83,1.01,0.21,1.01,0.0389
Tucker rank 0013 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,13,True,18.0724,119863,81.7817,4.5781,0.4785,83.7583,1.4518,0.0044,2.3082,23514.55,16.43,16.93,16.43,13.5467
Tucker rank 0016 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,False,0.0,148381,66.0637,4.6139,0.5871,83.4062,1.5385,0.0054,2.3686,17589.99,0.9,0.0144,0.9,0.0282
Tucker rank 0016 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,True,17.9713,148381,66.0637,4.6139,0.5873,83.9741,1.537,0.0054,2.3671,22505.32,18.53,18.2541,18.53,14.8895
Tucker rank 0019 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,19,False,0.0,178033,55.0606,4.9175,0.7002,83.522,1.5097,0.0065,2.3789,17535.76,1.0,0.01,1.0,0.0198
Tucker rank 0019 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,19,True,17.9665,178033,55.0606,4.9175,0.7004,84.2056,1.4978,0.0065,2.4003,24028.96,26.47,27.0445,26.47,23.7735
Tucker rank 0023 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,23,False,0.0,219333,44.6928,5.0756,0.8578,83.6797,1.4999,0.0081,2.3795,17621.08,1.0,0.01,1.0,0.0198
Tucker rank 0023 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,23,True,18.1043,219333,44.6928,5.0756,0.8579,84.521,1.4979,0.0081,2.4195,23347.0,28.12,33.9622,28.12,26.4429
Tucker rank 0027 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,27,False,0.0,262649,37.322,5.2402,1.023,83.8452,1.5345,0.0099,2.3654,16949.1,0.95,0.0195,0.95,0.0383
Tucker rank 0027 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,27,True,18.2263,262649,37.322,5.2402,1.0232,84.8521,1.4915,0.0099,2.3483,23623.71,35.13,39.2514,35.13,33.5688
Tucker rank 0031 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,False,0.0,307981,31.8286,5.5202,1.1959,84.0171,1.5951,0.0117,2.4204,17441.64,0.88,0.2346,0.88,0.0648
Tucker rank 0031 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,True,18.2601,307981,31.8286,5.5202,1.1961,85.1958,1.5336,0.0117,2.4345,21880.67,40.43,44.9004,40.43,39.4006
Tucker rank 0037 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,37,False,0.0,379759,25.8127,5.957,1.4697,88.3125,1.577,0.0147,2.4537,15578.42,1.15,0.3737,1.15,0.2123
Tucker rank 0037 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,37,True,18.4094,379759,25.8127,5.957,1.4699,89.7656,1.5462,0.0147,2.3413,21558.99,41.33,48.353,41.33,41.5952
Tucker rank 0040 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,False,0.0,417349,23.4878,5.8242,1.6131,95.4893,1.5003,0.0163,2.3424,15778.92,1.11,0.3958,1.11,0.1911
Tucker rank 0040 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,True,18.2573,417349,23.4878,5.8242,1.6133,97.085,1.5232,0.0163,2.3712,21914.83,44.72,48.781,44.72,44.0505
Tucker rank 0047 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,47,False,0.0,509469,19.2408,6.2909,1.9645,84.7861,1.5336,0.0203,2.2799,16457.7,1.1,0.4805,1.1,0.2649
Tucker rank 0047 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,47,True,18.2233,509469,19.2408,6.2909,1.9647,86.7339,1.4904,0.0203,2.3129,22286.78,47.0,50.0273,47.0,45.938
Tucker rank 0054 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,54,False,0.0,607763,16.129,6.6487,2.3395,85.1621,1.648,0.0247,2.3222,15547.11,1.28,1.3736,1.28,0.2986
Tucker rank 0054 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,54,True,18.4488,607763,16.129,6.6487,2.3397,87.4858,1.535,0.0247,2.2886,22498.24,48.28,52.4126,48.28,47.6203
Tucker rank 0061 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,61,False,0.0,712231,13.7632,6.8176,2.738,85.5586,1.5264,0.0294,2.3135,16167.52,2.78,10.0833,2.78,1.6567
Tucker rank 0061 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,61,True,18.2562,712231,13.7632,6.8176,2.7382,88.2788,1.4617,0.0294,2.291,22378.72,49.01,53.6896,49.01,48.8003
Tucker rank 0070 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,70,False,0.0,850909,11.5201,7.1509,3.267,86.103,1.5799,0.0344,2.3326,15254.67,5.71,20.9975,5.71,4.5843
Tucker rank 0070 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,70,True,18.5569,850909,11.5201,7.1509,3.2672,89.3521,1.5005,0.0344,2.2644,20970.94,51.82,55.9507,51.82,51.2612
Tucker rank 0081 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,81,False,0.0,1029703,9.5198,7.5416,3.9491,91.0737,1.5156,0.04,2.2747,15209.83,16.83,47.8614,16.83,16.9942
Tucker rank 0081 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,81,True,18.5411,1029703,9.5198,7.5416,3.9492,95.0059,1.4982,0.04,2.3182,21114.49,53.15,58.2833,53.15,53.2807
Tucker rank 0092 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,92,False,0.0,1221565,8.0246,8.0482,4.681,95.8882,1.513,0.0459,2.329,16184.61,25.94,56.6,25.94,27.5353
Tucker rank 0092 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,92,True,14.8973,1221565,8.0246,8.0482,4.6811,100.5522,1.5328,0.0459,2.3375,20239.84,51.87,56.6114,51.87,51.9936
Tucker rank 0104 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,1443325,6.7917,8.2886,5.5269,101.7402,1.5763,0.0528,2.4106,16021.03,38.69,59.091,38.69,40.3422
