experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_phase,fine_tuning_epochs,fine_tuning_learning_rate,fine_tuning_time_s,fine_tuning_early_stopping,fine_tuning_patience,fine_tuning_min_improvement,fine_tuning_monitor,fine_tuning_best_epoch,fine_tuning_stopped_early,fine_tuning_last_val_loss,fine_tuning_last_val_accuracy,total_parameters,compression_ratio,compression_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,baseline,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,9756426,1.0,0.0,0.1539,2.2296,10951.54,92.79,92.7973,92.79,92.784
CP rank 040 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",40,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,737717,13.2252,2.8096,0.0072,2.5874,8675.06,10.01,3.4992,10.01,1.8758
CP rank 040 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",40,True,fine_tuned,4,0.0001,16.8967,True,1,0.5,val_accuracy,4,0,1.083679,62.7344,737717,13.2252,2.6269,0.0072,3.3818,8330.93,62.09,62.8261,62.09,61.9422
CP rank 044 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",44,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,757597,12.8781,2.6345,0.0078,2.5357,7414.89,10.44,5.2425,10.44,2.6775
CP rank 044 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",44,True,fine_tuned,4,0.0001,12.3651,True,1,0.5,val_accuracy,2,1,1.155996,61.1719,757597,12.8781,2.8426,0.0078,3.4668,7434.6,59.34,62.7364,59.34,59.5388
CP rank 048 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",48,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,777477,12.5488,2.6805,0.0084,2.4321,8207.35,13.7,5.5553,13.7,6.5139
CP rank 048 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",48,True,fine_tuned,4,0.0001,17.2084,True,1,0.5,val_accuracy,3,1,1.013918,66.6406,777477,12.5488,2.8079,0.0084,2.4248,8997.41,64.39,66.6481,64.39,65.0448
CP rank 052 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",52,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,797357,12.236,2.8301,0.0089,2.6679,7581.95,11.26,7.8788,11.26,6.1224
CP rank 052 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",52,True,fine_tuned,4,0.0001,16.211,True,1,0.5,val_accuracy,4,0,0.914924,69.375,797357,12.236,3.014,0.0089,2.4187,9022.66,67.88,67.8604,67.88,67.7174
CP rank 058 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",58,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,827177,11.7948,2.9035,0.0098,3.0692,7587.01,11.7,5.3809,11.7,4.2942
CP rank 058 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",58,True,fine_tuned,4,0.0001,16.1446,True,1,0.5,val_accuracy,4,0,0.869496,71.0156,827177,11.7948,2.7983,0.0098,2.4545,7488.86,68.84,69.0494,68.84,68.5703
CP rank 064 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",64,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,856997,11.3844,3.0854,0.0107,2.8139,8012.91,11.88,6.4766,11.88,4.6258
CP rank 064 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",64,True,fine_tuned,4,0.0001,12.4213,True,1,0.5,val_accuracy,2,1,0.987872,68.1641,856997,11.3844,2.8974,0.0107,2.5341,8457.22,65.46,67.0338,65.46,65.0996
CP rank 072 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",72,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,895173,10.8989,3.4065,0.0115,2.6267,9441.62,18.69,12.2257,18.69,9.858
CP rank 072 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",72,True,fine_tuned,4,0.0001,16.4855,True,1,0.5,val_accuracy,4,0,0.790513,74.2969,895173,10.8989,3.0403,0.0115,3.1089,8497.07,70.33,71.7535,70.33,70.4179
CP rank 082 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",82,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,942893,10.3473,3.1172,0.0124,2.6594,8304.85,14.81,17.9193,14.81,7.5935
CP rank 082 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",82,True,fine_tuned,4,0.0001,11.9458,True,1,0.5,val_accuracy,2,1,0.819966,73.3984,942893,10.3473,3.3298,0.0124,3.1374,8110.73,67.37,69.6296,67.37,67.19
CP rank 094 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",94,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1000157,9.7549,3.2266,0.0136,2.9184,8875.35,19.25,18.2634,19.25,13.4166
CP rank 094 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",94,True,fine_tuned,4,0.0001,16.5145,True,1,0.5,val_accuracy,4,0,0.759921,75.1953,1000157,9.7549,3.6393,0.0136,2.5673,9234.31,72.77,73.8558,72.77,72.7011
CP rank 107 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",107,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1062193,9.1852,3.4007,0.0148,2.4405,7051.01,19.08,16.0144,19.08,14.7601
CP rank 107 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",107,True,fine_tuned,4,0.0001,16.113,True,1,0.5,val_accuracy,3,1,0.779067,74.9609,1062193,9.1852,3.431,0.0148,2.5476,8163.14,72.75,72.722,72.75,72.299
CP rank 122 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",122,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1133773,8.6053,3.903,0.0162,2.6099,9166.87,13.18,19.9272,13.18,8.2254
CP rank 122 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",122,True,fine_tuned,4,0.0001,12.1118,True,1,0.5,val_accuracy,2,1,0.730332,76.2109,1133773,8.6053,3.5844,0.0162,2.4434,7800.4,71.54,73.3845,71.54,71.4845
CP rank 139 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",139,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1210607,8.0591,4.1894,0.0176,2.3853,8407.21,14.68,32.8938,14.68,10.7714
CP rank 139 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",139,True,fine_tuned,4,0.0001,12.1419,True,1,0.5,val_accuracy,2,1,0.773138,75.2344,1210607,8.0591,4.0807,0.0176,3.2694,6973.33,71.75,74.2497,71.75,72.0989
CP rank 159 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",159,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1298247,7.5151,4.1948,0.019,2.4202,8575.51,16.39,29.6961,16.39,10.3041
CP rank 159 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",159,True,fine_tuned,4,0.0001,15.9666,True,1,0.5,val_accuracy,4,0,0.625731,79.7656,1298247,7.5151,4.4549,0.019,2.3965,8660.91,76.51,76.7201,76.51,76.4035
CP rank 181 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",181,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1394651,6.9956,4.7708,0.0205,3.5509,8798.49,23.79,32.9237,23.79,20.8106
CP rank 181 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",181,True,fine_tuned,4,0.0001,16.2613,True,1,0.5,val_accuracy,4,0,0.615887,78.9844,1394651,6.9956,4.6323,0.0205,3.718,7180.2,75.41,77.3011,75.41,75.7189
CP rank 207 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",207,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1508583,6.4673,4.8212,0.0223,2.4885,7973.33,17.66,33.604,17.66,11.0987
CP rank 207 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",207,True,fine_tuned,4,0.0001,16.3059,True,1,0.5,val_accuracy,3,1,0.704657,77.2266,1508583,6.4673,5.2374,0.0223,2.4622,7620.59,72.68,73.784,72.68,72.2285
CP rank 236 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",236,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1635661,5.9648,5.6331,0.0244,2.4283,8008.91,18.97,40.7591,18.97,14.3021
CP rank 236 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",236,True,fine_tuned,4,0.0001,17.1308,True,1,0.5,val_accuracy,3,1,0.713876,77.1875,1635661,5.9648,5.467,0.0244,2.4803,7672.18,72.75,75.715,72.75,73.0458
CP rank 269 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",269,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1763471,5.5325,6.0271,0.0261,2.3548,7952.86,19.9,39.5178,19.9,15.8086
CP rank 269 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",269,True,fine_tuned,4,0.0001,17.8938,True,1,0.5,val_accuracy,3,1,0.604099,80.1172,1763471,5.5325,5.9409,0.0261,2.4427,7811.5,75.19,75.7179,75.19,74.7746
CP rank 307 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",307,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1880891,5.1871,6.2226,0.027,2.4646,6380.8,18.19,33.1118,18.19,12.2092
CP rank 307 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",307,True,fine_tuned,4,0.0001,12.4329,True,1,0.5,val_accuracy,2,1,0.706352,77.1094,1880891,5.1871,6.2213,0.027,2.4988,9167.06,68.16,72.4942,68.16,67.4358
CP rank 351 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",351,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,2016851,4.8375,7.0994,0.0281,2.9593,7135.07,18.33,46.2418,18.33,13.3095
CP rank 351 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",351,True,fine_tuned,4,0.0001,12.9376,True,1,0.5,val_accuracy,2,1,0.731787,76.3672,2016851,4.8375,6.9377,0.0281,2.6802,8365.21,72.33,74.9899,72.33,72.224
CP rank 400 | no_ft,CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",400,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,2168261,4.4997,7.4339,0.0293,2.4724,8084.28,16.89,43.4941,16.89,10.8927
CP rank 400 | ft [fine_tuned],CP,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",400,True,fine_tuned,4,0.0001,16.8779,True,1,0.5,val_accuracy,3,1,0.670144,78.3984,2168261,4.4997,7.3926,0.0293,2.418,8640.48,68.92,77.7314,68.92,69.3198
