experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.6039,0.1539,2.5355,14253.03,92.14,92.2106,92.14,92.1492
SVD rank 0129,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,129,False,0.0,3210132,3.0393,1.7962,12.2668,92.3091,1.4758,0.0757,3.1875,17159.23,90.08,90.5137,90.08,90.164
SVD rank 0135,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,135,False,0.0,3355284,2.9078,1.8207,12.8205,93.7456,1.5696,0.0783,2.9537,16919.59,90.44,90.7757,90.44,90.5143
SVD rank 0141,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,141,False,0.0,3500436,2.7872,1.8085,13.3742,93.8774,1.5532,0.0808,3.1668,16409.87,90.63,90.8993,90.63,90.6849
SVD rank 0147,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,False,0.0,3645588,2.6762,1.8267,13.9279,94.0093,1.5014,0.0834,3.0792,17093.94,90.87,91.1202,90.87,90.9193
SVD rank 0153,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,153,False,0.0,3790740,2.5738,1.8627,14.4816,94.5239,1.4993,0.0859,2.8823,16866.21,90.92,91.1269,90.92,90.9577
SVD rank 0159,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,159,False,0.0,3935892,2.4788,1.9533,15.0353,95.7729,1.4981,0.0884,2.9326,16816.15,91.07,91.2555,91.07,91.1023
SVD rank 0165,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,165,False,0.0,4081044,2.3907,1.8829,15.589,95.9048,1.5995,0.091,3.0511,16765.2,91.12,91.3079,91.12,91.1508
SVD rank 0171,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,171,False,0.0,4226196,2.3086,1.8851,16.1427,96.1851,1.5002,0.0935,2.9228,16875.49,91.21,91.3922,91.21,91.2415
SVD rank 0176,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,176,False,0.0,4347156,2.2443,1.8788,16.6042,96.6465,1.4794,0.0956,3.0663,16791.49,91.14,91.3149,91.14,91.1705
SVD rank 0182,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,182,False,0.0,4492308,2.1718,1.8953,17.1579,97.9775,1.5315,0.0982,3.2784,16351.12,91.43,91.582,91.43,91.4557
SVD rank 0188,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,188,False,0.0,4637460,2.1038,1.9151,17.7116,98.2148,1.4993,0.1007,3.1182,16275.72,91.4,91.5732,91.4,91.4339
SVD rank 0194,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,194,False,0.0,4782612,2.04,1.8496,18.2653,98.4521,1.6051,0.1033,3.121,15856.92,91.48,91.6537,91.48,91.5163
SVD rank 0200,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,200,False,0.0,4927764,1.9799,1.9148,18.819,98.8613,1.5524,0.1058,3.0103,14902.52,91.54,91.6979,91.54,91.5746
SVD rank 0206,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,206,False,0.0,5072916,1.9232,1.9232,19.3727,99.415,1.5681,0.1084,3.0299,14727.88,91.58,91.7229,91.58,91.6066
SVD rank 0212,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,212,False,0.0,5213844,1.8713,1.9475,19.9103,100.6479,1.6108,0.1106,3.3196,14659.93,91.62,91.7635,91.62,91.6446
SVD rank 0218,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,218,False,0.0,5350548,1.8234,1.972,20.4318,100.853,1.5371,0.1126,3.3117,14552.01,91.6,91.7297,91.6,91.6228
SVD rank 0224,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,224,False,0.0,5487252,1.778,1.9028,20.9533,101.0581,1.6917,0.1146,3.2234,14394.99,91.7,91.8185,91.7,91.7193
SVD rank 0229,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,229,False,0.0,5601172,1.7419,1.8877,21.3878,101.4302,1.5053,0.1163,3.2981,14289.2,91.76,91.8701,91.76,91.7756
SVD rank 0235,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,235,False,0.0,5725076,1.7042,1.9334,21.8605,101.9028,1.505,0.1175,3.1538,14283.7,91.79,91.8907,91.79,91.8052
SVD rank 0241,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,241,False,0.0,5846420,1.6688,1.889,22.3234,102.3657,1.5668,0.1185,3.2857,14079.56,91.89,91.979,91.89,91.9006
SVD rank 0247,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,False,0.0,5967764,1.6349,1.8773,22.7863,102.8286,1.5105,0.1195,3.1523,14287.47,91.84,91.9318,91.84,91.8524
SVD rank 0253,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,253,False,0.0,6089108,1.6023,1.8226,23.2492,103.2915,1.5864,0.1206,3.2697,14094.26,91.86,91.939,91.86,91.8691
SVD rank 0259,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,259,False,0.0,6210452,1.571,1.8915,23.7121,103.7544,1.5609,0.1216,3.1177,13850.07,91.84,91.9348,91.84,91.8553
SVD rank 0265,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,265,False,0.0,6331796,1.5409,1.8763,24.175,104.2173,1.5659,0.1226,3.0879,13782.53,91.95,92.0442,91.95,91.9652
SVD rank 0271,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,271,False,0.0,6453140,1.5119,1.8867,24.6378,104.6802,1.5053,0.1236,3.1617,13625.96,91.93,92.0144,91.93,91.9412
SVD rank 0276,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,276,False,0.0,6554260,1.4886,1.8853,25.0236,105.0659,1.6357,0.1245,3.1268,13703.78,91.98,92.0667,91.98,91.9911
SVD rank 0282,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,282,False,0.0,6675604,1.4615,1.8267,25.4865,106.4468,1.602,0.1255,3.4972,13476.0,91.95,92.0255,91.95,91.9571
SVD rank 0288,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,288,False,0.0,6796948,1.4354,1.9019,25.9494,106.7515,1.5717,0.1265,3.1393,13563.19,91.84,91.9191,91.84,91.8495
SVD rank 0294,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,294,False,0.0,6918292,1.4102,1.8357,26.4123,107.0562,1.5461,0.1275,3.1483,13149.01,91.91,91.9859,91.91,91.9181
SVD rank 0300,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,300,False,0.0,7039636,1.3859,1.8516,26.8752,107.3608,1.5261,0.1285,3.2191,13184.26,91.86,91.9415,91.86,91.8683
SVD rank 0306,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,306,False,0.0,7160980,1.3624,1.8441,27.338,107.6655,1.5699,0.1296,3.1903,13023.81,91.89,91.9664,91.89,91.8964
SVD rank 0312,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,312,False,0.0,7282324,1.3397,1.8023,27.8009,107.9702,1.4991,0.1306,3.2627,12947.29,91.97,92.0446,91.97,91.9778
SVD rank 0318,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,318,False,0.0,7403668,1.3178,1.8421,28.2638,108.3062,1.5685,0.1316,3.2703,12948.87,91.96,92.0366,91.96,91.9695
SVD rank 0324,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,324,False,0.0,7525012,1.2965,1.8146,28.7267,108.769,1.5849,0.1326,3.2965,12647.57,91.97,92.051,91.97,91.9789
SVD rank 0329,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,329,False,0.0,7626132,1.2793,1.8865,29.1125,109.1548,1.54,0.1335,3.2911,12415.02,91.95,92.0313,91.95,91.959
SVD rank 0335,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,335,False,0.0,7747476,1.2593,1.8976,29.5753,109.6177,1.552,0.1345,3.3838,12387.42,91.91,91.9935,91.91,91.9207
SVD rank 0341,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,341,False,0.0,7868820,1.2399,1.8652,30.0382,110.9429,1.5016,0.1355,3.2141,12274.12,91.98,92.0566,91.98,91.989
SVD rank 0347,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,347,False,0.0,7990164,1.2211,1.8123,30.5011,111.2476,1.5359,0.1365,3.407,12172.83,92.14,92.2125,92.14,92.1472
SVD rank 0353,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,353,False,0.0,8111508,1.2028,1.8733,30.964,111.5522,1.5863,0.1376,3.3596,12059.47,92.05,92.1309,92.05,92.061
SVD rank 0359,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,359,False,0.0,8232852,1.1851,1.8443,31.4269,111.8569,1.5106,0.1386,3.1975,12083.03,92.07,92.1486,92.07,92.0794
SVD rank 0365,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,365,False,0.0,8354196,1.1678,1.826,31.8898,112.1616,1.5622,0.1396,3.4538,12085.65,92.08,92.1492,92.08,92.0871
SVD rank 0371,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,371,False,0.0,8475540,1.1511,1.98,32.3527,112.4663,1.594,0.1406,3.4432,12109.8,92.07,92.1418,92.07,92.0777
SVD rank 0376,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,376,False,0.0,8576660,1.1376,1.9186,32.7384,112.9526,1.6278,0.1415,3.2415,12039.44,92.1,92.1748,92.1,92.1088
SVD rank 0382,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,382,False,0.0,8698004,1.1217,1.9076,33.2013,113.2437,1.6336,0.1425,3.306,12060.56,92.08,92.1568,92.08,92.0906
SVD rank 0388,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,388,False,0.0,8819348,1.1063,1.9079,33.6642,113.7065,1.5666,0.1435,3.5011,11775.81,92.08,92.1545,92.08,92.0888
SVD rank 0394,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,394,False,0.0,8940692,1.0912,1.9043,34.1271,114.1694,1.535,0.1445,3.2323,11525.06,92.07,92.1402,92.07,92.0778
SVD rank 0400,SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9062036,1.0766,1.9502,34.59,114.6323,1.5267,0.1455,3.4118,11571.35,92.11,92.1796,92.11,92.1168
Tucker rank 0006,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,6,False,0.0,57101,170.8626,4.1357,0.2389,74.8911,1.49,0.0022,2.3436,20098.71,10.0,1.0,10.0,1.8182
Tucker rank 0012,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,12,False,0.0,108395,90.0081,4.434,0.4346,75.0879,1.5636,0.004,2.3477,19307.2,10.0,1.0,10.0,1.8182
Tucker rank 0018,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,False,0.0,162137,60.174,4.9284,0.6396,75.2905,1.5194,0.0062,2.4963,18218.06,9.72,3.8637,9.72,3.6686
Tucker rank 0024,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,24,False,0.0,220415,44.2639,4.9261,0.8619,75.5142,1.4794,0.0085,2.4131,17717.4,10.22,7.8782,10.22,2.2498
Tucker rank 0029,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,False,0.0,272445,35.8106,4.9824,1.0604,75.7144,1.4934,0.0107,2.4938,18081.65,15.08,4.5521,15.08,6.2099
Tucker rank 0035,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,35,False,0.0,339039,28.7767,5.0277,1.3144,76.7607,1.5037,0.0136,2.4659,15287.61,16.1,33.8348,16.1,6.9537
Tucker rank 0041,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,41,False,0.0,410169,23.7864,5.2376,1.5857,88.5474,1.6626,0.0168,2.4349,14758.55,26.69,81.3765,26.69,20.7705
Tucker rank 0047,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,47,False,0.0,485835,20.0818,5.49,1.8744,76.5273,1.4684,0.0203,2.3898,16732.89,41.06,77.9362,41.06,38.2693
Tucker rank 0053,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,53,False,0.0,566037,17.2364,5.5872,2.1803,76.833,1.5052,0.024,2.3588,16190.73,53.74,80.1399,53.74,55.1358
Tucker rank 0059,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,59,False,0.0,650775,14.992,5.7502,2.5036,77.1553,1.5145,0.028,2.4493,16439.06,63.8,81.7205,63.8,65.4897
Tucker rank 0065,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,65,False,0.0,739309,13.1967,5.9531,2.8413,77.5103,1.5263,0.032,2.3813,16109.34,72.24,83.6107,72.24,73.8325
Tucker rank 0071,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,71,False,0.0,828301,11.7788,5.906,3.1808,77.8486,1.545,0.0349,2.3312,16094.31,76.83,84.755,76.83,77.9591
Tucker rank 0076,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,76,False,0.0,905431,10.7754,6.0004,3.475,79.8379,1.4796,0.0374,2.3758,16087.63,81.0,85.7855,81.0,81.6684
Tucker rank 0082,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,82,False,0.0,1001551,9.7413,6.2964,3.8417,82.9229,1.5245,0.0405,2.3901,16127.72,83.39,86.4288,83.39,83.8027
Tucker rank 0088,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,88,False,0.0,1101559,8.8569,6.4713,4.2232,86.0684,1.4686,0.0437,2.3987,16135.87,86.12,87.7868,86.12,86.339
Tucker rank 0094,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,94,False,0.0,1205455,8.0936,6.7035,4.6195,89.2285,1.4707,0.047,2.39,16066.83,86.93,88.1888,86.93,87.0997
Tucker rank 0100,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,100,False,0.0,1313239,7.4293,6.7562,5.0307,92.4033,1.4974,0.0504,2.3756,16659.2,87.2,88.6026,87.2,87.4113
Tucker rank 0106,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,106,False,0.0,1424911,6.847,6.998,5.4567,94.3369,1.609,0.0539,2.371,15588.72,88.08,89.1143,88.08,88.2324
Tucker rank 0112,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,112,False,0.0,1540471,6.3334,6.9666,5.8975,97.2783,1.5926,0.0576,2.397,15752.55,88.89,89.6558,88.89,89.0114
Tucker rank 0118,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,118,False,0.0,1659919,5.8777,7.2144,6.3532,100.2402,1.4808,0.0613,2.4192,16228.52,89.35,89.9179,89.35,89.4207
Tucker rank 0124,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,124,False,0.0,1783255,5.4711,7.302,6.8237,103.249,1.4762,0.0652,2.5009,16105.83,89.61,90.1143,89.61,89.6808
Tucker rank 0129,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,129,False,0.0,1887012,5.1703,7.5743,7.2195,106.1533,1.5543,0.0682,2.3861,15328.6,89.76,90.2129,89.76,89.8287
Tucker rank 0135,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,135,False,0.0,2005140,4.8657,7.9228,7.6701,106.603,1.4983,0.0707,2.4045,15041.09,89.98,90.4213,89.98,90.0585
Tucker rank 0141,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,141,False,0.0,2126508,4.588,7.8566,8.1331,107.0649,1.5107,0.0732,2.5636,15699.48,90.29,90.646,90.29,90.3518
Tucker rank 0147,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,False,0.0,2251116,4.334,7.9677,8.6084,107.5415,1.4926,0.0758,2.4059,14857.45,90.47,90.7943,90.47,90.5285
Tucker rank 0153,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,153,False,0.0,2378964,4.1011,8.1308,9.0961,108.0278,1.5058,0.0784,2.4244,16104.5,90.56,90.8664,90.56,90.613
Tucker rank 0159,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,159,False,0.0,2510052,3.8869,8.23,9.5962,108.5288,1.5602,0.0811,2.3492,15625.44,90.81,91.0532,90.81,90.8521
Tucker rank 0165,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,165,False,0.0,2644380,3.6895,8.4626,10.1086,109.042,1.4865,0.0839,2.404,15729.58,90.96,91.196,90.96,91.0029
Tucker rank 0171,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,171,False,0.0,2781948,3.507,8.6175,10.6334,109.5674,1.4869,0.0868,2.3353,15012.86,90.95,91.2014,90.95,90.9979
Tucker rank 0176,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,176,False,0.0,2899063,3.3654,8.7345,11.0801,110.0117,1.5861,0.0892,2.3892,15371.44,91.15,91.3748,91.15,91.1898
Tucker rank 0182,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,182,False,0.0,3042571,3.2066,8.8996,11.6276,110.5615,1.5564,0.0922,2.7211,15571.41,91.25,91.436,91.25,91.2837
Tucker rank 0188,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,188,False,0.0,3189319,3.0591,9.0999,12.1874,111.1211,1.5515,0.0952,2.4149,15518.34,91.37,91.5451,91.37,91.4028
Tucker rank 0194,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,194,False,0.0,3339307,2.9217,8.9888,12.7595,111.6929,1.5174,0.0984,2.531,15442.36,91.4,91.5748,91.4,91.4333
Tucker rank 0200,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,200,False,0.0,3492535,2.7935,9.0376,13.344,112.2769,1.5723,0.1015,2.4803,14629.8,91.29,91.4696,91.29,91.3285
