experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.6339,0.1539,2.2609,14223.96,92.14,92.2106,92.14,92.1492
TT rank 0029 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,False,0.0,739671,13.1902,1.9593,2.8427,101.9258,1.712,0.0006,6.0798,10962.13,21.1,27.7132,21.1,14.7899
TT rank 0029 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,29,True,75.2465,739671,13.1902,1.9593,2.8432,104.7544,1.6751,0.0006,5.1803,11058.96,84.87,85.1289,84.87,84.7832
TT rank 0044 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,False,0.0,1113111,8.765,2.0718,4.2673,103.3501,1.7201,0.0006,5.7718,10910.98,44.54,77.745,44.54,43.2848
TT rank 0044 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,44,True,76.5017,1113111,8.765,2.0718,4.2678,107.603,1.7197,0.0006,5.1879,10903.17,86.36,86.5128,86.36,86.3253
TT rank 0068 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,False,0.0,1710615,5.7035,2.0339,6.5466,106.4185,1.7261,0.0006,6.1237,10840.11,80.72,85.2966,80.72,81.3559
TT rank 0068 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,True,77.1914,1710615,5.7035,2.0339,6.5471,114.9351,1.7508,0.0006,5.3214,10933.38,88.07,88.2602,88.07,87.9499
TT rank 0104 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,2606871,3.7426,2.0843,9.9655,109.439,1.6842,0.0006,6.4102,10562.38,88.64,89.3123,88.64,88.7414
TT rank 0104 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,True,77.7836,2606871,3.7426,2.0843,9.966,119.7183,1.7054,0.0006,5.5706,10734.08,88.64,88.6378,88.64,88.5936
TT rank 0161 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,False,0.0,4002711,2.4375,2.0251,15.2902,114.9277,1.7751,0.0006,6.2188,10533.15,91.03,91.2333,91.03,91.0645
TT rank 0161 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,161,True,64.8716,4002711,2.4375,2.0251,15.2907,130.8481,1.7375,0.0006,5.7001,10471.85,88.22,88.319,88.22,88.1842
TT rank 0247 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,False,0.0,6083223,1.6038,2.0823,23.2267,122.9155,1.7432,0.0006,6.7594,10145.84,91.89,91.9855,91.89,91.9046
TT rank 0247 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,247,True,67.8145,6083223,1.6038,2.0823,23.2272,147.207,1.728,0.0006,6.1239,9998.54,87.78,87.9876,87.78,87.8203
TT rank 0400 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9213207,1.059,2.1565,35.1667,135.2339,1.712,0.0006,7.3874,9395.24,92.14,92.2151,92.14,92.1496
TT rank 0400 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,91.8289,9213207,1.059,2.1565,35.1672,169.6362,1.8072,0.0006,6.7781,9786.29,87.65,87.9638,87.65,87.686
CP rank 0002 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24516,397.9616,8.2385,0.1146,82.8975,1.5206,0.0011,2.5255,20998.25,10.0,1.0,10.0,1.8182
CP rank 0002 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,58.4655,24516,397.9616,8.2385,0.1148,83.0005,1.6419,0.0011,2.5419,20466.62,24.46,26.7352,24.46,18.0797
CP rank 0011 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,92511,105.4623,11.5387,0.374,83.1553,1.6698,0.0031,2.7158,17900.44,10.0,1.0,10.0,1.8182
CP rank 0011 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,59.1552,92511,105.4623,11.5387,0.3741,83.5161,1.6456,0.0031,2.5472,20515.18,53.09,55.4348,53.09,51.3214
CP rank 0021 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,False,0.0,163421,59.7012,13.3778,0.6445,83.4238,1.7598,0.0053,2.5705,15841.55,9.99,1.0015,9.99,1.8205
CP rank 0021 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,True,59.7532,163421,59.7012,13.3778,0.6446,84.0532,1.5688,0.0053,2.5148,20249.22,60.4,61.581,60.4,59.8386
CP rank 0040 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,False,0.0,296909,32.86,14.7157,1.1537,83.9297,1.6306,0.0082,2.4781,16212.0,14.25,12.1012,14.25,7.4509
CP rank 0040 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,True,59.5527,296909,32.86,14.7157,1.1539,85.0649,1.6064,0.0082,2.5008,20043.25,78.67,79.7075,78.67,78.8072
CP rank 0075 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,False,0.0,542539,17.9829,17.728,2.0907,84.8682,1.6788,0.0134,2.5666,15289.17,55.17,79.0273,55.17,55.6869
CP rank 0075 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,True,59.574,542539,17.9829,17.728,2.0909,86.9419,1.5547,0.0134,2.8163,20579.05,82.76,83.4619,82.76,82.8715
CP rank 0151 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,151,False,0.0,1075907,9.0681,22.0541,4.1253,86.9043,1.6559,0.0247,2.6154,14406.17,83.77,86.2111,83.77,83.9215
CP rank 0151 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,151,True,60.106,1075907,9.0681,22.0541,4.1255,91.0142,1.6566,0.0247,2.5667,18062.51,88.09,88.2197,88.09,88.0337
CP rank 0283 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,283,False,0.0,2002283,4.8727,30.8494,7.6592,106.4409,1.7338,0.0442,2.6753,11336.72,89.76,90.3311,89.76,89.8376
CP rank 0283 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,283,True,69.5105,2002283,4.8727,30.8494,7.6593,114.084,1.6502,0.0442,2.5541,13522.2,88.16,88.5557,88.16,88.1824
CP rank 0531 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,531,False,0.0,3672353,2.6567,55.5465,14.03,134.5029,1.7823,0.0728,2.5654,8534.68,91.44,91.6223,91.44,91.468
CP rank 0531 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,531,True,75.9508,3672353,2.6567,55.5465,14.0302,153.2842,1.7435,0.0728,2.5819,9255.93,89.78,89.9398,89.78,89.8294
CP rank 0995 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,995,False,0.0,5793351,1.6841,135.7784,22.121,142.5513,1.9624,0.111,2.515,5920.62,91.98,92.0716,91.98,91.9925
CP rank 0995 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,995,True,107.2881,5793351,1.6841,135.7784,22.1211,165.333,2.0103,0.111,2.57,6200.82,89.47,89.4685,89.47,89.4288
CP rank 2000 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2000,False,0.0,9382321,1.0399,317.3183,35.8118,156.6948,2.5544,0.1471,2.7311,4296.62,92.14,92.2072,92.14,92.1489
CP rank 2000 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2000,True,143.1447,9382321,1.0399,317.3183,35.812,193.4463,2.4605,0.1471,2.5664,4472.78,90.13,90.2096,90.13,90.0882
