experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.5659,0.1539,2.4337,14357.88,92.14,92.2106,92.14,92.1492
SVD rank 0026 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,26,False,0.0,663444,14.7057,1.9657,2.5519,85.3267,1.5459,0.018,2.1449,17569.28,16.98,31.4856,16.98,11.2032
SVD rank 0026 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,26,True,18.8991,663444,14.7057,1.9657,2.5521,87.8589,1.5421,0.018,2.1309,22545.69,79.72,81.8429,79.72,79.1756
SVD rank 0030 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,30,False,0.0,763028,12.7865,2.0244,2.9318,85.7065,1.5754,0.0204,2.0926,18367.78,23.11,31.2923,23.11,16.7599
SVD rank 0030 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,30,True,18.7778,763028,12.7865,2.0244,2.932,88.6187,1.538,0.0204,2.125,22640.55,79.43,81.1196,79.43,79.1906
SVD rank 0033 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,33,False,0.0,837716,11.6465,1.9706,3.2167,85.9917,1.5402,0.0222,2.1183,17376.68,25.56,43.9496,25.56,18.8117
SVD rank 0033 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,33,True,18.9598,837716,11.6465,1.9706,3.2169,89.189,1.5793,0.0222,2.1582,22368.89,78.81,81.6781,78.81,79.3017
SVD rank 0039 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,39,False,0.0,987092,9.884,2.0261,3.7865,86.5615,1.5524,0.0259,2.1036,17638.19,33.62,77.4333,33.62,29.5319
SVD rank 0039 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,39,True,19.1222,987092,9.884,2.0261,3.7867,90.3286,1.5482,0.0259,2.1335,22375.11,86.75,86.8259,86.75,86.6986
SVD rank 0045 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,45,False,0.0,1136468,8.5849,1.9719,4.3564,87.1313,1.6057,0.0295,2.1869,16929.61,46.24,77.5665,46.24,44.9156
SVD rank 0045 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,45,True,19.1024,1136468,8.5849,1.9719,4.3565,91.4683,1.5745,0.0295,2.133,21644.17,86.92,87.1123,86.92,86.9244
SVD rank 0050 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,50,False,0.0,1260948,7.7374,1.9985,4.8312,87.606,1.5727,0.0325,2.9023,20698.84,55.27,79.4298,55.27,56.1738
SVD rank 0050 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,50,True,19.2844,1260948,7.7374,1.9985,4.8314,92.4175,1.5499,0.0325,2.0502,21917.66,86.69,86.8817,86.69,86.6953
SVD rank 0058 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,58,False,0.0,1460116,6.682,1.9427,5.591,88.3657,1.5718,0.0373,2.7336,19929.33,70.63,82.7134,70.63,71.9385
SVD rank 0058 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,58,True,19.0805,1460116,6.682,1.9427,5.5911,94.2339,1.6424,0.0373,1.983,21190.28,88.92,89.0626,88.92,88.9318
SVD rank 0064 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,64,False,0.0,1609492,6.0618,1.9433,6.1608,89.9355,1.6186,0.041,2.7096,19428.46,78.03,84.8688,78.03,79.1025
SVD rank 0064 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,64,True,18.9886,1609492,6.0618,1.9433,6.161,95.3267,1.57,0.041,2.0388,21509.83,89.5,89.7495,89.5,89.5669
SVD rank 0075 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,False,0.0,1883348,5.1804,1.9837,7.2055,90.4004,1.6825,0.0476,2.8995,18220.25,84.22,87.0412,84.22,84.6258
SVD rank 0075 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,75,True,19.0351,1883348,5.1804,1.9837,7.2056,98.313,1.5499,0.0476,2.0171,20269.21,90.22,90.2603,90.22,90.1883
SVD rank 0088 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,88,False,0.0,2206996,4.4207,1.9427,8.4401,91.2148,1.6178,0.0555,2.8193,18079.7,86.96,88.188,86.96,87.1205
SVD rank 0088 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,88,True,7.6362,2206996,4.4207,1.9427,8.4403,100.5415,1.5878,0.0555,2.0496,19633.25,90.02,90.0131,90.02,89.9797
SVD rank 0097 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,97,False,0.0,2431060,4.0132,2.004,9.2948,95.3018,1.6723,0.0609,2.9862,17180.68,87.84,88.8356,87.84,87.9998
SVD rank 0097 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,97,True,9.6218,2431060,4.0132,2.004,9.295,104.5771,1.5809,0.0609,1.9991,19362.71,90.54,90.6744,90.54,90.5617
SVD rank 0113 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,113,False,0.0,2823060,3.456,1.946,10.7902,99.3599,1.591,0.0689,3.0749,18044.92,89.6,90.0494,89.6,89.6721
SVD rank 0113 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,113,True,7.6529,2823060,3.456,1.946,10.7904,110.1304,1.5574,0.0689,2.1299,18894.69,91.43,91.4471,91.43,91.4153
SVD rank 0126 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,126,False,0.0,3137556,3.1096,2.0253,11.9899,100.2275,1.6567,0.0744,2.9875,17449.08,90.08,90.4579,90.08,90.1482
SVD rank 0126 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,126,True,7.4895,3137556,3.1096,2.0253,11.9901,113.6763,1.6313,0.0744,2.1545,18502.2,91.4,91.4603,91.4,91.4109
SVD rank 0147 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,False,0.0,3645588,2.6762,1.9377,13.9279,103.6343,1.6005,0.0834,3.094,16366.06,90.87,91.1202,90.87,90.9193
SVD rank 0147 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,True,7.6812,3645588,2.6762,1.9377,13.9281,118.4385,1.5639,0.0834,2.1494,17151.37,91.94,91.9198,91.94,91.9182
SVD rank 0163 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,163,False,0.0,4032660,2.4194,1.9515,15.4044,103.9858,1.5914,0.0901,2.9939,16493.9,91.07,91.2746,91.07,91.1086
SVD rank 0163 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,163,True,7.9602,4032660,2.4194,1.9515,15.4046,120.1118,1.5469,0.0901,2.1948,17295.91,91.94,91.9192,91.94,91.9172
SVD rank 0190 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,190,False,0.0,4685844,2.0821,2.0795,17.8961,106.0635,1.5653,0.1016,2.9783,16062.33,91.38,91.5521,91.38,91.4172
SVD rank 0190 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,190,True,7.8094,4685844,2.0821,2.0795,17.8963,125.1353,1.5835,0.1016,2.2252,16693.25,91.99,92.0148,91.99,91.9838
SVD rank 0223 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,223,False,0.0,5464468,1.7854,1.976,20.8664,109.4888,1.5594,0.1143,3.1745,13883.86,91.7,91.8252,91.7,91.7212
SVD rank 0223 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,223,True,8.4472,5464468,1.7854,1.976,20.8665,130.4556,1.5815,0.1143,2.2542,14359.75,92.31,92.3015,92.31,92.2955
SVD rank 0251 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,251,False,0.0,6048660,1.613,1.9536,23.0949,111.3501,1.6513,0.1202,3.1703,13707.22,91.82,91.9015,91.82,91.8292
SVD rank 0251 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,251,True,8.6962,6048660,1.613,1.9536,23.095,136.1558,1.5582,0.1202,2.2722,13865.34,92.44,92.4451,92.44,92.4298
SVD rank 0300 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,300,False,0.0,7039636,1.3859,1.9887,26.8752,115.769,1.636,0.1285,3.2171,12933.42,91.86,91.9415,91.86,91.8683
SVD rank 0300 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,300,True,9.2609,7039636,1.3859,1.9887,26.8753,143.146,1.6167,0.1285,2.3824,13006.7,92.58,92.5578,92.58,92.5603
SVD rank 0337 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,337,False,0.0,7787924,1.2528,1.9971,29.7296,118.8921,1.5601,0.1348,3.2049,12003.73,91.93,92.0128,91.93,91.9405
SVD rank 0337 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,337,True,9.6049,7787924,1.2528,1.9971,29.7298,148.9722,1.6026,0.1348,2.4224,12310.0,92.53,92.5241,92.53,92.5191
SVD rank 0400 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9062036,1.0766,2.0315,34.59,123.0952,1.635,0.1455,3.2576,11321.33,92.11,92.1796,92.11,92.1168
SVD rank 0400 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,9.941,9062036,1.0766,2.0315,34.5902,158.5815,1.6366,0.1455,2.5374,11365.76,92.61,92.6133,92.61,92.5947
Tucker rank 0002 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24708,394.8691,4.302,0.1153,82.8936,1.5198,0.0011,2.2771,20879.98,10.0,1.0,10.0,1.8182
Tucker rank 0002 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,18.4546,24708,394.8691,4.302,0.1155,82.9927,1.5414,0.0011,2.3465,23894.07,18.65,11.0231,18.65,12.8275
Tucker rank 0005 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,5,False,0.0,48819,199.849,4.5182,0.2073,82.9844,1.5731,0.0019,2.2938,20073.22,10.0,1.0,10.0,1.8182
Tucker rank 0005 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,5,True,18.5443,48819,199.849,4.5182,0.2075,83.1743,1.5857,0.0019,2.3667,24390.61,36.77,36.564,36.77,34.4568
Tucker rank 0008 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,8,False,0.0,74043,131.767,4.6182,0.3035,83.0806,1.5322,0.0028,2.2861,19302.92,10.0,1.0,10.0,1.8182
Tucker rank 0008 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,8,True,18.7001,74043,131.767,4.6182,0.3037,83.3667,1.5611,0.0028,2.2908,23677.17,49.48,55.4992,49.48,48.8313
Tucker rank 0011 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,99879,97.6825,4.841,0.4021,83.1797,1.6208,0.0037,2.2863,18732.81,10.0,1.0001,10.0,1.8183
Tucker rank 0011 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,18.9205,99879,97.6825,4.841,0.4022,83.5649,1.5045,0.0037,2.557,23530.31,58.77,64.1506,58.77,57.9867
Tucker rank 0013 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,13,False,0.0,117037,83.3619,4.8226,0.4675,83.2437,1.5862,0.0044,2.4161,18090.29,10.0,1.0002,10.0,1.8185
Tucker rank 0013 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,13,True,18.9866,117037,83.3619,4.8226,0.4677,83.6929,1.5801,0.0044,2.4155,22374.81,66.71,67.6584,66.71,66.1866
Tucker rank 0016 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,False,0.0,143719,67.8854,5.1204,0.5693,83.3447,1.6384,0.0054,2.4986,17480.66,10.28,6.1469,10.28,2.4721
Tucker rank 0016 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,True,19.146,143719,67.8854,5.1204,0.5695,83.895,1.5686,0.0054,2.4936,21805.94,70.03,72.114,70.03,69.1194
Tucker rank 0019 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,19,False,0.0,171535,56.8772,5.1928,0.6754,83.4536,1.5988,0.0065,2.3864,17423.26,10.01,1.1582,10.01,1.8479
Tucker rank 0019 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,19,True,19.2115,171535,56.8772,5.1928,0.6756,84.1128,1.5662,0.0065,2.5605,22610.27,77.49,77.6461,77.49,77.3375
Tucker rank 0023 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,23,False,0.0,210387,46.3737,5.2898,0.8236,83.6021,1.5983,0.0081,2.4299,17351.75,10.07,11.0007,10.07,1.9584
Tucker rank 0023 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,23,True,19.0913,210387,46.3737,5.2898,0.8238,84.4097,1.5744,0.0081,2.425,22870.07,75.83,77.3172,75.83,75.4356
Tucker rank 0027 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,27,False,0.0,251255,38.8308,5.3262,0.9795,83.7578,1.6335,0.0098,2.4225,16600.48,14.37,5.4329,14.37,6.3995
Tucker rank 0027 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,27,True,18.8207,251255,38.8308,5.3262,0.9797,84.7212,1.5712,0.0098,2.4318,22716.8,83.13,83.1733,83.13,82.9694
Tucker rank 0031 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,False,0.0,294139,33.1694,5.8093,1.1431,83.9204,1.6054,0.0117,2.5006,17421.79,14.42,5.0746,14.42,6.2478
Tucker rank 0031 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,True,19.1289,294139,33.1694,5.8093,1.1433,85.0464,1.5492,0.0117,2.4285,22473.52,83.67,83.907,83.67,83.6041
Tucker rank 0037 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,37,False,0.0,362245,26.9332,5.7604,1.4029,88.2021,1.5945,0.0147,2.4248,15220.95,19.65,61.1722,19.65,9.787
Tucker rank 0037 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,37,True,19.426,362245,26.9332,5.7604,1.4031,89.5889,1.5975,0.0147,2.3927,20727.92,85.44,85.6539,85.44,85.4563
Tucker rank 0040 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,False,0.0,397999,24.5137,5.7993,1.5393,95.3716,1.6777,0.0163,2.5702,15043.78,24.76,81.739,24.76,19.102
Tucker rank 0040 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,True,19.3976,397999,24.5137,5.7993,1.5395,96.8936,1.5609,0.0163,2.5234,21085.64,83.54,83.8981,83.54,83.4832
Tucker rank 0047 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,47,False,0.0,485835,20.0818,5.9506,1.8744,84.6523,1.6341,0.0203,2.578,15718.81,41.06,77.9362,41.06,38.2693
Tucker rank 0047 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,47,True,15.3315,485835,20.0818,5.9506,1.8746,86.5103,1.5664,0.0203,2.3656,22204.35,81.02,81.8863,81.02,80.6416
Tucker rank 0054 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,54,False,0.0,579845,16.8259,6.1389,2.233,85.0117,1.6397,0.0246,2.3435,15675.51,54.3,80.6353,54.3,56.2119
Tucker rank 0054 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,54,True,19.4534,579845,16.8259,6.1389,2.2332,87.229,1.598,0.0246,2.3131,21337.62,86.62,86.5925,86.62,86.5501
Tucker rank 0061 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,61,False,0.0,680029,14.3471,6.4518,2.6152,85.3921,1.6405,0.0294,2.3371,15174.96,67.52,82.8342,67.52,69.4348
Tucker rank 0061 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,61,True,19.1133,680029,14.3471,6.4518,2.6153,87.9897,1.5775,0.0294,2.345,21593.81,88.42,88.4674,88.42,88.4031
Tucker rank 0070 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,70,False,0.0,813199,11.9976,6.6122,3.1232,85.9155,1.5904,0.0344,2.2801,15479.18,76.75,84.6744,76.75,77.804
Tucker rank 0070 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,70,True,19.4642,813199,11.9976,6.6122,3.1233,89.021,1.5724,0.0344,2.3886,20610.44,88.08,88.2274,88.08,88.0727
Tucker rank 0081 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,81,False,0.0,985261,9.9024,7.0081,3.7795,90.8604,1.5748,0.0399,2.4206,15820.34,82.93,86.255,82.93,83.3781
Tucker rank 0081 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,81,True,19.0461,985261,9.9024,7.0081,3.7797,94.623,1.5536,0.0399,2.355,21004.33,89.7,89.7941,89.7,89.7024
Tucker rank 0092 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,92,False,0.0,1170391,8.336,7.2378,4.4858,95.6494,1.574,0.0459,2.3055,15848.19,86.68,88.0087,86.68,86.8637
Tucker rank 0092 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,92,True,15.3168,1170391,8.336,7.2378,4.4859,100.1187,1.5775,0.0459,2.4259,20471.53,90.0,90.0458,90.0,89.9794
Tucker rank 0104 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,1387255,7.0329,7.498,5.313,101.4824,1.603,0.0527,2.3392,15578.97,87.85,89.034,87.85,88.0222
