experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.5659,0.1539,2.4337,14357.88,92.14,92.2106,92.14,92.1492
Tucker rank 0104 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,True,9.573,1387255,7.0329,7.498,5.3132,106.7778,1.5331,0.0527,2.3604,20188.41,90.46,90.4898,90.46,90.4573
Tucker rank 0114 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,114,False,0.0,1579855,6.1755,7.8433,6.0477,107.3242,1.6197,0.0588,2.3592,15209.47,89.17,89.9008,89.17,89.2831
Tucker rank 0114 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,114,True,7.8842,1579855,6.1755,7.8433,6.0479,113.3535,1.6032,0.0588,2.364,19535.02,91.01,90.9973,91.01,90.9835
Tucker rank 0128 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,128,False,0.0,1867639,5.2239,8.3573,7.1455,114.2021,1.632,0.0678,2.3623,14462.38,89.83,90.2851,89.83,89.8989
Tucker rank 0128 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,128,True,11.6965,1867639,5.2239,8.3573,7.1457,121.3286,1.5524,0.0678,2.2957,18976.14,91.27,91.3299,91.27,91.281
Tucker rank 0147 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,False,0.0,2251116,4.334,8.7039,8.6084,115.6665,1.5771,0.0758,2.3121,14415.31,90.47,90.7943,90.47,90.5285
Tucker rank 0147 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,147,True,12.1893,2251116,4.334,8.7039,8.6086,124.2573,1.5159,0.0758,2.3252,17571.93,91.62,91.6376,91.62,91.6158
Tucker rank 0167 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,167,False,0.0,2689876,3.6271,9.2358,10.2821,117.3389,1.5461,0.0849,2.3618,15430.22,91.03,91.2599,91.03,91.0691
Tucker rank 0167 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,167,True,8.4056,2689876,3.6271,9.2358,10.2823,127.6021,1.5481,0.0849,2.3282,16717.24,91.89,91.91,91.89,91.8838
Tucker rank 0188 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,188,False,0.0,3189319,3.0591,9.6902,12.1874,119.2461,1.6249,0.0952,2.2828,14360.1,91.37,91.5451,91.37,91.4028
Tucker rank 0188 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,188,True,8.5542,3189319,3.0591,9.6902,12.1875,131.9263,1.5901,0.0952,2.3249,16738.99,92.08,92.1054,92.08,92.0841
Tucker rank 0213 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,213,False,0.0,3835644,2.5436,10.1575,14.6529,121.7119,1.6294,0.1087,2.5862,13559.98,91.63,91.7831,91.63,91.6622
Tucker rank 0213 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,213,True,9.5947,3835644,2.5436,10.1575,14.6531,137.834,1.6309,0.1087,2.3329,14323.2,92.22,92.2205,92.22,92.2018
Tucker rank 0239 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,239,False,0.0,4567492,2.1361,10.8592,17.4447,125.5205,1.6466,0.1239,2.651,12876.08,91.67,91.7923,91.67,91.6907
Tucker rank 0239 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,239,True,10.1515,4567492,2.1361,10.8592,17.4448,144.4746,1.6186,0.1239,2.3123,13511.54,92.42,92.4406,92.42,92.4204
Tucker rank 0259 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,259,False,0.0,5144426,1.8965,11.422,19.6455,126.998,1.5621,0.1351,2.6602,12487.6,91.84,91.9509,91.84,91.861
Tucker rank 0259 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,259,True,10.2164,5144426,1.8965,11.422,19.6457,147.0283,1.6139,0.1351,2.301,13030.0,92.31,92.2911,92.31,92.2815
Tucker rank 0302 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,302,False,0.0,6136995,1.5898,12.4488,23.4319,131.7031,1.5998,0.1434,2.9188,11940.83,91.9,91.9994,91.9,91.9176
Tucker rank 0302 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,302,True,11.1318,6136995,1.5898,12.4488,23.432,156.2231,1.6332,0.1434,2.2835,12037.76,92.53,92.5422,92.53,92.525
Tucker rank 0349 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,349,False,0.0,7336106,1.3299,13.7239,28.0061,136.064,1.6854,0.1533,3.0921,11027.15,92.08,92.1697,92.08,92.0945
Tucker rank 0349 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,349,True,16.9896,7336106,1.3299,13.7239,28.0063,164.3022,1.6227,0.1533,2.3909,10858.77,92.56,92.5754,92.56,92.5552
Tucker rank 0400 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,8772215,1.1122,14.8724,33.4844,142.4141,1.6555,0.1652,3.0308,10508.29,92.21,92.2927,92.21,92.2217
Tucker rank 0400 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,13.5972,8772215,1.1122,14.8724,33.4846,176.6157,1.6631,0.1652,2.3418,10546.86,92.69,92.683,92.69,92.6757
TT rank 0002 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,29050,335.8494,1.9212,0.1319,99.2173,1.6131,0.0006,5.4487,11046.75,10.0,1.0,10.0,1.8182
TT rank 0002 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,23.3283,29050,335.8494,1.9212,0.1324,99.3374,1.7,0.0006,5.0882,11082.23,19.45,8.7957,19.45,9.9958
TT rank 0004 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,4,False,0.0,66826,145.9975,1.9308,0.276,99.3604,1.7252,0.0006,5.7143,11046.76,10.0,1.0,10.0,1.8182
TT rank 0004 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,4,True,23.0742,66826,145.9975,1.9308,0.2765,99.6235,1.7473,0.0006,5.0562,11115.92,34.73,31.6615,34.73,29.6638
TT rank 0007 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,7,False,0.0,157027,62.1322,1.9717,0.6201,99.7041,1.7314,0.0006,5.5237,10926.5,10.0,1.0,10.0,1.8182
TT rank 0007 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,7,True,23.8385,157027,62.1322,1.9717,0.6206,100.311,1.6772,0.0006,5.029,11037.99,54.64,56.6697,54.64,54.1401
TT rank 0009 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,9,False,0.0,239591,40.7212,1.9485,0.935,100.0181,1.6994,0.0006,5.6633,10741.42,10.0,1.0,10.0,1.8182
TT rank 0009 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,9,True,24.1298,239591,40.7212,1.9485,0.9355,100.939,1.703,0.0006,5.203,10944.93,67.73,68.5939,67.73,66.8454
TT rank 0011 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,290087,33.6328,1.9767,1.1277,100.2109,1.6907,0.0006,5.8486,11014.95,10.0,1.0,10.0,1.8182
TT rank 0011 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,24.0458,290087,33.6328,1.9767,1.1282,101.3247,1.6975,0.0006,5.1822,10924.55,69.68,71.5961,69.68,69.817
TT rank 0014 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,14,False,0.0,365048,26.7264,1.9522,1.4136,100.4961,1.6443,0.0006,5.8872,10911.34,10.0,1.0,10.0,1.8182
TT rank 0014 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,14,True,24.1835,365048,26.7264,1.9522,1.4141,101.895,1.6998,0.0006,5.3023,10818.02,73.95,76.105,73.95,74.2912
TT rank 0016 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,False,0.0,415022,23.5082,1.9884,1.6043,100.687,1.6447,0.0006,5.7455,10746.77,10.0,1.0,10.0,1.8182
TT rank 0016 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,True,24.1153,415022,23.5082,1.9884,1.6048,102.2769,1.7293,0.0006,5.1978,10944.59,72.82,74.0712,72.82,72.3773
TT rank 0018 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,False,0.0,464996,20.9817,1.9585,1.7949,100.8774,1.691,0.0006,5.7614,10931.22,10.04,11.0004,10.04,1.8985
TT rank 0018 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,18,True,24.2181,464996,20.9817,1.9585,1.7954,102.6577,1.7045,0.0006,5.2468,10724.79,76.08,76.6494,76.08,75.4885
TT rank 0021 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,False,0.0,539957,18.0689,1.9986,2.0808,101.1641,1.6728,0.0006,5.8503,10829.24,10.1,20.0011,10.1,2.0182
TT rank 0021 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,True,24.2227,539957,18.0689,1.9986,2.0813,103.231,1.6937,0.0006,5.2167,10951.55,76.22,78.1694,76.22,76.3407
TT rank 0025 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,25,False,0.0,639905,15.2467,1.973,2.4621,101.5454,1.7264,0.0006,5.6952,11105.61,12.82,17.8804,12.82,5.9672
TT rank 0025 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,25,True,24.1809,639905,15.2467,1.973,2.4626,103.9937,1.7858,0.0006,5.2249,10721.19,74.86,79.0558,74.86,74.9115
TT rank 0028 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,28,False,0.0,714775,13.6496,1.9445,2.7477,101.8306,1.7475,0.0006,5.8294,10794.63,18.39,29.4893,18.39,12.8579
TT rank 0028 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,28,True,24.295,714775,13.6496,1.9445,2.7482,104.564,1.727,0.0006,5.2719,10764.05,77.53,80.05,77.53,77.5712
TT rank 0031 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,False,0.0,789463,12.3583,2.039,3.0326,102.1157,1.6861,0.0006,5.7518,10792.14,24.92,33.9704,24.92,18.3333
TT rank 0031 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,True,24.2716,789463,12.3583,2.039,3.0331,105.1343,1.775,0.0006,5.3067,11036.13,78.4,80.4938,78.4,77.9832
TT rank 0038 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,38,False,0.0,963735,10.1236,1.9556,3.6974,102.7803,1.6637,0.0006,5.8066,10804.88,34.58,75.8913,34.58,30.0712
TT rank 0038 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,38,True,24.2553,963735,10.1236,1.9556,3.6979,106.4634,1.6926,0.0006,5.5321,10876.37,81.85,82.6311,81.85,81.7573
TT rank 0042 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,42,False,0.0,1063319,9.1754,1.9771,4.0773,103.1602,1.7605,0.0006,5.8981,10910.61,41.61,77.5653,41.61,39.3378
TT rank 0042 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,42,True,24.4288,1063319,9.1754,1.9771,4.0778,107.2231,1.6794,0.0006,5.3615,10620.52,82.68,83.5591,82.68,82.746
TT rank 0048 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,48,False,0.0,1212695,8.0452,1.9687,4.6471,103.73,1.6649,0.0006,5.7114,10949.14,52.12,78.4846,52.12,51.765
TT rank 0048 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,48,True,24.3139,1212695,8.0452,1.9687,4.6476,108.3628,1.6354,0.0006,5.3419,10585.23,86.46,86.6936,86.46,86.4872
TT rank 0057 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,57,False,0.0,1436759,6.7906,1.9444,5.5019,104.585,1.6691,0.0006,6.048,10676.91,68.97,82.4087,68.97,70.3861
TT rank 0057 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,57,True,24.3388,1436759,6.7906,1.9444,5.5024,110.8188,1.688,0.0006,5.3375,10721.98,87.23,87.6354,87.23,87.2343
TT rank 0064 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,64,False,0.0,1611031,6.056,1.9575,6.1667,106.2495,1.6841,0.0006,5.7513,10676.06,78.07,84.9114,78.07,79.135
TT rank 0064 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,64,True,24.3522,1611031,6.056,1.9575,6.1672,112.4019,1.6768,0.0006,5.3778,10721.64,86.0,86.6855,86.0,86.1315
TT rank 0072 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,72,False,0.0,1810199,5.3897,2.0112,6.9264,106.5874,1.6795,0.0006,6.1661,10628.05,82.76,86.3469,82.76,83.2423
TT rank 0072 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,72,True,24.9781,1810199,5.3897,2.0112,6.9269,114.2183,1.7204,0.0006,5.3152,10552.95,88.49,88.8142,88.49,88.5543
TT rank 0086 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,86,False,0.0,2158743,4.5195,1.9783,8.256,107.3389,1.6908,0.0006,6.2288,10687.49,86.58,88.1709,86.58,86.7913
TT rank 0086 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,86,True,25.042,2158743,4.5195,1.9783,8.2565,115.8188,1.6619,0.0006,5.4387,10515.24,89.96,89.9964,89.96,89.9703
TT rank 0096 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,96,False,0.0,2407703,4.0522,1.9759,9.2057,109.1011,1.6553,0.0006,6.2005,10459.95,87.72,88.7783,87.72,87.8874
TT rank 0096 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,96,True,22.5899,2407703,4.0522,1.9759,9.2062,118.2925,1.659,0.0006,5.5767,10452.96,90.24,90.2658,90.24,90.2326
TT rank 0108 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,108,False,0.0,2706455,3.6049,1.9532,10.3454,109.6079,1.6328,0.0006,6.1016,10551.02,88.96,89.5161,88.96,89.0491
TT rank 0108 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,108,True,10.0757,2706455,3.6049,1.9532,10.3459,120.3374,1.7178,0.0006,5.5705,10398.69,90.27,90.3155,90.27,90.2854
TT rank 0129 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,129,False,0.0,3228567,3.0219,2.0199,12.3371,111.4199,1.6577,0.0006,6.267,10246.82,89.89,90.3356,89.89,89.9752
TT rank 0129 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,129,True,10.2687,3228567,3.0219,2.0199,12.3376,125.4751,1.7208,0.0006,5.7145,10202.33,91.04,91.0634,91.04,91.0249
TT rank 0146 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,146,False,0.0,3639831,2.6805,2.0251,13.9059,114.5981,1.751,0.0006,6.2577,10245.28,90.75,91.0249,90.75,90.8042
TT rank 0146 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,146,True,10.3693,3639831,2.6805,2.0251,13.9064,128.6401,1.6801,0.0006,5.7561,10033.72,91.76,91.7402,91.76,91.7349
TT rank 0164 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,164,False,0.0,4075287,2.394,1.9752,15.5671,114.9937,1.7255,0.0006,6.423,10023.61,91.09,91.3048,91.09,91.1244
TT rank 0164 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,164,True,10.4887,4075287,2.394,1.9752,15.5676,132.3394,1.6973,0.0006,5.9327,10139.75,91.97,91.9783,91.97,91.9618
TT rank 0185 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,185,False,0.0,4583319,2.1287,1.9976,17.505,116.5879,1.7457,0.0006,6.6332,10230.47,91.45,91.6192,91.45,91.4808
TT rank 0185 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,185,True,10.5262,4583319,2.1287,1.9976,17.5056,136.1978,1.6822,0.0006,6.1537,10109.63,91.85,91.8604,91.85,91.8348
TT rank 0221 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,221,False,0.0,5454231,1.7888,1.9863,20.8273,120.4004,1.7076,0.0006,6.3844,9908.24,91.61,91.739,91.61,91.6346
TT rank 0221 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,221,True,10.784,5454231,1.7888,1.9863,20.8278,142.1167,1.8315,0.0006,6.1851,10241.88,91.88,91.8671,91.88,91.8509
TT rank 0249 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,249,False,0.0,6131607,1.5912,2.0017,23.4113,123.021,1.6784,0.0006,6.7519,9646.75,91.93,92.02,91.93,91.9445
TT rank 0249 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,249,True,10.9608,6131607,1.5912,2.0017,23.4118,146.7871,1.6851,0.0006,6.3955,9737.37,92.19,92.1801,92.19,92.1647
TT rank 0285 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,285,False,0.0,6887447,1.4166,2.0064,26.2946,125.7329,1.7372,0.0006,6.8707,9444.46,91.89,91.9747,91.89,91.905
TT rank 0285 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,285,True,11.253,6887447,1.4166,2.0064,26.2951,152.9937,1.7602,0.0006,6.638,9588.85,92.11,92.1345,92.11,92.1026
TT rank 0350 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,350,False,0.0,8202007,1.1895,2.1056,31.3092,131.3921,1.744,0.0006,7.3534,9537.61,92.14,92.2198,92.14,92.1517
TT rank 0350 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,350,True,11.5839,8202007,1.1895,2.1056,31.3097,163.5015,1.6876,0.0006,6.8974,9316.69,92.29,92.2815,92.29,92.2761
TT rank 0400 [compressed],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9213207,1.059,2.0448,35.1667,135.2339,1.6896,0.0006,7.686,8857.02,92.14,92.2151,92.14,92.1496
TT rank 0400 [fine_tuned],TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,11.8073,9213207,1.059,2.0448,35.1672,171.3237,1.7436,0.0006,7.0929,9297.16,92.55,92.5805,92.55,92.555
CP rank 0002 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24516,397.9616,7.7715,0.1146,82.8975,1.5313,0.0011,2.4025,21453.45,10.0,1.0,10.0,1.8182
CP rank 0002 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,18.787,24516,397.9616,7.7715,0.1148,83.0005,1.506,0.0011,2.399,22342.66,19.05,8.6273,19.05,10.1126
CP rank 0005 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,5,False,0.0,47355,206.0274,9.5442,0.2017,82.9844,1.5867,0.0017,2.4305,20742.17,10.0,1.0,10.0,1.8182
CP rank 0005 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,5,True,18.6892,47355,206.0274,9.5442,0.2019,83.1743,1.5794,0.0017,2.4622,21121.95,32.72,32.8631,32.72,30.5099
CP rank 0008 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,8,False,0.0,70194,138.9923,10.3599,0.2888,83.0703,1.589,0.0024,2.5132,19795.22,10.0,1.0,10.0,1.8182
CP rank 0008 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,8,True,18.8569,70194,138.9923,10.3599,0.289,83.3462,1.5168,0.0024,2.4744,22848.02,35.58,38.6582,35.58,33.742
CP rank 0011 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,92511,105.4623,10.6269,0.374,83.1553,1.5818,0.0031,2.4504,18980.29,10.0,1.0,10.0,1.8182
CP rank 0011 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,18.4821,92511,105.4623,10.6269,0.3741,83.5161,1.5202,0.0031,2.4665,21857.94,30.21,32.7368,30.21,25.5652
CP rank 0014 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,14,False,0.0,113784,85.7451,11.0401,0.4551,83.2354,1.6253,0.0037,2.5284,17482.29,10.0,1.0,10.0,1.8182
CP rank 0014 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,14,True,18.6136,113784,85.7451,11.0401,0.4553,83.6763,1.5853,0.0037,2.5327,22006.45,31.68,34.1113,31.68,28.4778
CP rank 0017 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,17,False,0.0,135057,72.2393,11.5851,0.5363,83.3164,1.5484,0.0044,2.4865,17556.78,10.0,1.0,10.0,1.8182
CP rank 0017 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,17,True,18.8742,135057,72.2393,11.5851,0.5364,83.8384,1.5691,0.0044,2.4628,22270.27,53.96,54.739,53.96,52.6366
CP rank 0020 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,20,False,0.0,156330,62.4092,11.7932,0.6174,83.3965,1.5929,0.0051,2.4719,16880.4,10.0,1.0,10.0,1.8182
CP rank 0020 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,20,True,18.6931,156330,62.4092,11.7932,0.6176,83.9985,1.5873,0.0051,2.4402,21881.52,47.99,51.6451,47.99,47.6794
CP rank 0025 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,25,False,0.0,191639,50.9104,12.1268,0.7521,83.5308,1.6435,0.006,2.4809,16480.09,10.0,1.0,10.0,1.8182
CP rank 0025 [fine_tuned],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,25,True,18.6719,191639,50.9104,12.1268,0.7523,84.2671,1.5333,0.006,2.4799,22189.38,57.55,62.9955,57.55,57.4171
CP rank 0028 [compressed],CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,28,False,0.0,212693,45.8709,12.1911,0.8324,83.6104,1.6325,0.0065,2.5221,16549.38,10.0,1.0,10.0,1.8182
