experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score,reconstruction_error
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.5477,0.1539,2.3153,14815.81,92.14,92.2106,92.14,92.1492,0.0
Tucker rank 0040,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,40,False,0.0,397999,24.5137,5.4175,1.5393,86.2466,1.5944,0.0163,2.3943,14564.34,24.76,81.739,24.76,19.102,0.461992
Tucker rank 0049,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,49,False,0.0,512065,19.0531,5.7203,1.9744,76.626,1.5874,0.0215,2.2882,15612.46,44.83,77.88,44.83,43.5578,0.43413
Tucker rank 0059,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,59,False,0.0,650775,14.992,6.1316,2.5036,77.1553,1.5317,0.028,2.3271,16222.82,63.8,81.7205,63.8,65.4897,0.408702
Tucker rank 0074,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,74,False,0.0,874255,11.1597,6.5269,3.3561,79.4219,1.5586,0.0364,2.3114,15610.99,79.89,85.2965,79.89,80.6169,0.376249
Tucker rank 0088,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,88,False,0.0,1101559,8.8569,6.9927,4.2232,86.0684,1.5555,0.0437,2.3512,15434.32,86.12,87.7868,86.12,86.339,0.349497
Tucker rank 0104,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,104,False,0.0,1387255,7.0329,7.2526,5.313,93.3574,1.4846,0.0527,2.3117,16205.79,87.85,89.034,87.85,88.0222,0.321471
Tucker rank 0128,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,128,False,0.0,1867639,5.2239,7.9799,7.1455,106.0771,1.6087,0.0678,2.3676,14252.09,89.83,90.2851,89.83,89.8989,0.279834
Tucker rank 0153,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,153,False,0.0,2378964,4.1011,8.778,9.0961,108.0278,1.5494,0.0784,2.3477,15391.42,90.56,90.8664,90.56,90.613,0.25085
Tucker rank 0188,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,188,False,0.0,3189319,3.0591,9.7647,12.1874,111.1211,1.612,0.0952,2.4583,14767.53,91.37,91.5451,91.37,91.4028,0.212027
Tucker rank 0221,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,221,False,0.0,4054348,2.4064,10.3041,15.4872,114.4209,1.5923,0.1132,2.6532,13345.34,91.67,91.7998,91.67,91.6929,0.174988
Tucker rank 0259,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,259,False,0.0,5144426,1.8965,11.2176,19.6455,118.6948,1.5421,0.1351,2.782,12909.46,91.84,91.9509,91.84,91.861,0.117864
Tucker rank 0333,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,333,False,0.0,6914506,1.411,13.2615,26.3978,125.5957,1.6548,0.1498,2.9025,11726.05,92.01,92.1031,92.01,92.0256,0.089687
Tucker rank 0400,Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,8772215,1.1122,14.6809,33.4844,132.416,1.6053,0.1652,3.1899,10899.97,92.21,92.2927,92.21,92.2217,0.064133
TT rank 0002,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,29050,335.8494,1.9402,0.1319,91.0815,1.5962,0.1539,5.7384,11409.57,10.0,1.0,10.0,1.8182,0.934631
TT rank 0006,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,6,False,0.0,122474,79.6612,1.9419,0.4883,91.436,1.6458,0.1539,5.5207,11778.53,10.0,1.0,10.0,1.8182,0.792401
TT rank 0009,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,9,False,0.0,239591,40.7212,1.8865,0.935,91.8823,1.7186,0.1539,5.8194,11312.36,10.0,1.0,10.0,1.8182,0.650827
TT rank 0013,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,13,False,0.0,339539,28.7343,1.8754,1.3163,92.2637,1.5651,0.1539,5.6518,11079.32,10.0,1.0,10.0,1.8182,0.576635
TT rank 0016,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,16,False,0.0,414500,23.5378,1.9041,1.6023,92.5493,1.5988,0.1539,6.0274,11089.81,10.0,1.0,10.0,1.8182,0.551961
TT rank 0021,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,21,False,0.0,539162,18.0955,1.9565,2.0778,93.0249,1.7066,0.1539,5.904,11007.56,10.1,20.0011,10.1,2.0182,0.519609
TT rank 0025,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,25,False,0.0,638746,15.2743,1.9449,2.4577,93.4048,1.7202,0.1539,5.9107,11022.1,12.82,17.8894,12.82,5.9781,0.497511
TT rank 0031,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,31,False,0.0,788122,12.3793,1.9977,3.0275,93.9746,1.6497,0.1539,5.938,10838.74,25.01,34.0346,25.01,18.4135,0.468057
TT rank 0038,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,38,False,0.0,962394,10.1377,1.9937,3.6923,94.6392,1.672,0.1539,5.7897,10882.72,34.6,75.9592,34.6,30.0927,0.43829
TT rank 0048,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,48,False,0.0,1211354,8.0541,1.9434,4.642,95.5889,1.6611,0.1539,6.1285,10803.21,51.95,78.4563,51.95,51.5395,0.405181
TT rank 0057,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,57,False,0.0,1435418,6.7969,1.9796,5.4968,96.4438,1.7643,0.1539,5.8433,11101.08,68.85,82.3871,68.85,70.2688,0.38105
TT rank 0072,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,72,False,0.0,1808858,5.3937,1.9158,6.9213,97.8682,1.7191,0.1539,5.9381,10654.6,82.77,86.356,82.77,83.2522,0.347026
TT rank 0086,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,86,False,0.0,2157402,4.5223,1.9701,8.2509,99.1978,1.647,0.1539,6.1159,10340.85,86.54,88.1276,86.54,86.7498,0.319646
TT rank 0108,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,108,False,0.0,2702298,3.6104,2.0044,10.3295,101.2764,1.7175,0.1539,6.4358,10375.52,88.93,89.5021,88.93,89.0198,0.28317
TT rank 0129,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,129,False,0.0,3210330,3.0391,2.0578,12.2675,103.2144,1.7071,0.1539,6.3077,10073.61,90.08,90.5137,90.08,90.164,0.257276
TT rank 0164,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,164,False,0.0,4057050,2.4048,2.0968,15.4975,106.7881,1.7286,0.1539,6.4824,9899.39,91.19,91.3922,91.19,91.2224,0.218522
TT rank 0196,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,196,False,0.0,4831194,2.0195,2.0284,18.4506,109.4365,1.6252,0.1539,6.5134,9969.11,91.45,91.6257,91.45,91.4888,0.185816
TT rank 0249,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,249,False,0.0,6008410,1.6238,2.046,22.9413,113.8882,1.8514,0.1539,6.8913,10384.66,91.85,91.9331,91.85,91.8595,0.146709
TT rank 0305,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,305,False,0.0,7040602,1.3857,2.1,26.8788,118.1372,1.6845,0.1539,7.0514,9365.77,91.89,91.9705,91.89,91.8982,0.125542
TT rank 0400,TT,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,8767322,1.1128,2.1065,33.4658,124.4126,1.6886,0.1539,7.5232,9310.75,92.11,92.1796,92.11,92.1168,0.093852
CP rank 0002,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24516,397.9616,7.6278,0.1146,74.7725,1.445,0.0011,2.5389,21597.39,10.0,1.0,10.0,1.8182,0.936555
CP rank 0006,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,6,False,0.0,54968,177.4928,9.6638,0.2308,74.8877,1.5806,0.0019,2.5338,19231.19,10.0,1.0,10.0,1.8182,0.811973
CP rank 0011,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,92511,105.4623,10.6826,0.374,75.0303,1.5027,0.0031,2.505,19247.31,10.0,1.0,10.0,1.8182,0.635504
CP rank 0015,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,15,False,0.0,120875,80.715,11.1203,0.4822,75.1377,1.498,0.004,2.5278,18241.51,9.99,1.7137,9.99,1.8366,0.606182
CP rank 0022,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,22,False,0.0,170512,57.2184,11.6348,0.6715,75.3252,1.611,0.0055,2.5086,16949.98,10.0,1.0,10.0,1.8182,0.574809
CP rank 0028,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,28,False,0.0,212693,45.8709,11.9243,0.8324,75.4854,1.5088,0.0065,2.5842,17106.63,10.0,1.0,10.0,1.8182,0.555106
CP rank 0039,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,39,False,0.0,289891,33.6555,14.0647,1.1269,75.7783,1.597,0.0081,2.5266,16183.4,10.71,9.65,10.71,3.0975,0.524185
CP rank 0050,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,50,False,0.0,367089,26.5778,14.1199,1.4214,76.0776,1.5443,0.0097,2.6086,16412.98,22.13,68.3122,22.13,15.0718,0.497557
CP rank 0068,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,68,False,0.0,493413,19.7733,14.9482,1.9033,76.5566,1.5101,0.0124,2.514,16127.56,44.25,77.7834,44.25,40.9041,0.462083
CP rank 0087,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,87,False,0.0,626755,15.5666,16.8678,2.412,77.0693,1.51,0.0152,2.5858,15717.93,62.83,79.3759,62.83,62.9864,0.430565
CP rank 0119,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,119,False,0.0,851331,11.4602,18.2644,3.2686,77.9209,1.5175,0.0199,2.5228,14734.11,79.13,84.9936,79.13,79.7298,0.389482
CP rank 0151,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,151,False,0.0,1075907,9.0681,20.3488,4.1253,78.7793,1.569,0.0247,2.634,14647.84,83.44,85.891,83.44,83.5858,0.360748
CP rank 0205,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,205,False,0.0,1454879,6.706,22.9108,5.571,80.2231,1.6228,0.0327,2.5003,13256.78,87.48,88.8837,87.48,87.6356,0.320367
CP rank 0262,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,262,False,0.0,1854905,5.2598,26.0319,7.097,91.2568,1.5104,0.0411,2.536,11587.83,89.68,90.2709,89.68,89.7689,0.285131
CP rank 0354,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,354,False,0.0,2500561,3.9017,34.3648,9.56,116.7197,1.5769,0.0547,2.5565,9608.88,90.85,91.1926,90.85,90.9029,0.246533
CP rank 0453,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,453,False,0.0,3179305,3.0687,42.5067,12.1492,123.8066,1.6756,0.0652,2.6735,8337.86,91.28,91.5489,91.28,91.3267,0.215572
CP rank 0662,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,662,False,0.0,4297485,2.2703,73.9001,16.4147,128.0728,1.7689,0.0853,2.5062,6831.2,91.75,91.89,91.75,91.7706,0.162681
CP rank 0920,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,920,False,0.0,5464701,1.7854,110.692,20.8673,132.5249,1.9196,0.1057,2.5737,5743.88,91.9,91.9974,91.9,91.915,0.116987
CP rank 1386,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,1386,False,0.0,7378249,1.3223,213.2609,28.1669,140.0024,2.3371,0.1303,2.783,4669.27,92.06,92.144,92.06,92.0729,0.068571
CP rank 2000,CP,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2000,False,0.0,9382321,1.0399,302.3159,35.8118,147.937,2.6443,0.1471,2.5439,4059.08,92.13,92.1945,92.13,92.1365,0.041387
