experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,9756426,1.0,0.0,37.2389,128.3779,1.9428,0.1539,2.3624,14180.35,92.14,92.2106,92.14,92.1492
SVD rank 0102 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,102,False,0.0,2555540,3.8178,1.824,9.7697,98.0146,1.4665,0.0639,2.7444,18247.71,88.57,89.2936,88.57,88.6912
SVD rank 0102 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,102,True,1.7441,2555540,3.8178,1.824,9.7699,108.6396,1.4041,0.0639,1.962,19597.19,88.57,89.2936,88.57,88.6912
SVD rank 0155 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,155,False,0.0,3839124,2.5413,1.8354,14.6662,103.8101,1.5055,0.0867,2.9893,16544.91,91.09,91.2848,91.09,91.1252
SVD rank 0155 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,155,True,1.822,3839124,2.5413,1.8354,14.6663,119.2231,1.4498,0.0867,2.2478,17405.76,91.09,91.2848,91.09,91.1252
SVD rank 0251 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,251,False,0.0,6048660,1.613,1.8283,23.0949,111.3501,1.5086,0.1202,3.2038,13701.14,91.82,91.9015,91.82,91.8292
SVD rank 0251 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,251,True,1.8881,6048660,1.613,1.8283,23.095,135.2075,1.4767,0.1202,2.2674,14284.83,91.82,91.9015,91.82,91.8292
SVD rank 0400 [compressed],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,False,0.0,9062036,1.0766,1.8528,34.59,123.0952,1.5693,0.1455,3.4078,11625.07,92.11,92.1796,92.11,92.1168
SVD rank 0400 [fine_tuned],SVD,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,400,True,1.936,9062036,1.0766,1.8528,34.5902,158.5815,1.4389,0.1455,2.4656,11445.52,92.11,92.1796,92.11,92.1168
Tucker rank 0002 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,False,0.0,24708,394.8691,3.9231,0.1153,82.8936,1.4297,0.0011,2.2615,21928.81,10.0,1.0,10.0,1.8182
Tucker rank 0002 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,2,True,1.6235,24708,394.8691,3.9231,0.1155,82.9927,1.4003,0.0011,2.5187,24249.16,10.0,1.0,10.0,1.8182
Tucker rank 0011 [compressed],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,False,0.0,99879,97.6825,4.2329,0.4021,83.1797,1.4677,0.0037,2.2579,19005.31,10.0,1.0001,10.0,1.8183
Tucker rank 0011 [fine_tuned],Tucker,features.0|features.4|features.8|features.11|features.15|features.18|features.22|features.25|classifier.0|classifier.3|classifier.6,11,True,1.5894,99879,97.6825,4.2329,0.4022,83.5649,1.4556,0.0037,2.2881,22449.01,12.41,8.9461,12.41,8.2673
