experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_phase,fine_tuning_epochs,fine_tuning_learning_rate,fine_tuning_time_s,fine_tuning_early_stopping,fine_tuning_patience,fine_tuning_min_improvement,fine_tuning_monitor,fine_tuning_best_epoch,fine_tuning_stopped_early,fine_tuning_last_val_loss,fine_tuning_last_val_accuracy,total_parameters,compression_ratio,compression_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,baseline,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,9756426,1.0,0.0,0.1539,5.1657,326.63,92.79,92.7973,92.79,92.784
TT rank 12 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",12,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,814686,11.9757,1.443,0.0011,19.8079,315.85,10.0,1.0,10.0,1.8182
TT rank 12 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",12,True,fine_tuned,4,0.0001,367.2635,True,1,0.5,val_accuracy,4,0,0.965489,67.8906,814686,11.9757,1.4316,0.0011,21.676,319.79,65.38,65.5856,65.38,65.3707
TT rank 14 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",14,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,860564,11.3372,1.452,0.0011,20.8737,311.84,10.0,1.0,10.0,1.8182
TT rank 14 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",14,True,fine_tuned,4,0.0001,367.0769,True,1,0.5,val_accuracy,4,0,0.846181,71.7578,860564,11.3372,1.4651,0.0011,21.2907,318.63,69.8,70.1845,69.8,69.7948
TT rank 16 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",16,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,906442,10.7634,1.4618,0.0011,20.8272,318.88,10.0,1.0,10.0,1.8182
TT rank 16 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",16,True,fine_tuned,4,0.0001,366.9749,True,1,0.5,val_accuracy,4,0,0.730449,75.7031,906442,10.7634,1.4423,0.0011,20.9174,320.27,73.76,73.7764,73.76,73.5456
TT rank 18 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",18,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,952320,10.2449,1.5752,0.0011,20.5342,321.86,10.06,11.0006,10.06,1.9385
TT rank 18 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",18,True,fine_tuned,4,0.0001,360.4941,True,1,0.5,val_accuracy,4,0,0.664847,77.8125,952320,10.2449,1.4841,0.0011,21.1511,320.01,76.19,76.1955,76.19,76.115
TT rank 20 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",20,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,998198,9.774,1.5553,0.0011,21.4196,321.27,10.0,1.0,10.0,1.8182
TT rank 20 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",20,True,fine_tuned,4,0.0001,360.0912,True,1,0.5,val_accuracy,4,0,0.587172,81.3281,998198,9.774,1.5043,0.0011,20.6969,319.47,78.08,78.2754,78.08,78.0906
TT rank 24 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",24,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1089954,8.9512,1.4984,0.0011,22.0097,322.61,12.86,15.8245,12.86,5.9074
TT rank 24 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",24,True,fine_tuned,4,0.0001,360.6261,True,1,0.5,val_accuracy,4,0,0.495293,83.9844,1089954,8.9512,1.4865,0.0011,22.1229,316.95,81.24,81.5206,81.24,81.3117
TT rank 28 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",28,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1181619,8.2568,1.5063,0.0011,20.5311,322.75,18.02,29.1126,18.02,11.8846
TT rank 28 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",28,True,fine_tuned,4,0.0001,271.1195,True,1,0.5,val_accuracy,2,1,0.46241,84.8047,1181619,8.2568,1.4685,0.0011,21.866,320.84,82.45,82.6032,82.45,82.4652
TT rank 32 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",32,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1273011,7.6641,1.5027,0.0011,21.707,322.86,23.82,34.9637,23.82,16.7498
TT rank 32 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",32,True,fine_tuned,4,0.0001,360.7313,True,1,0.5,val_accuracy,4,0,0.374397,88.1641,1273011,7.6641,1.4735,0.0011,22.7209,317.6,84.51,84.4757,84.51,84.4265
TT rank 36 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",36,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1364403,7.1507,1.5698,0.0011,22.1028,321.2,25.42,75.8183,25.42,18.3232
TT rank 36 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",36,True,fine_tuned,4,0.0001,367.4126,True,1,0.5,val_accuracy,3,1,0.314737,89.9219,1364403,7.1507,1.5012,0.0011,23.1612,317.17,85.94,86.1586,85.94,85.929
TT rank 40 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",40,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1455795,6.7018,1.6145,0.0011,22.6246,315.51,36.17,77.4094,36.17,33.4215
TT rank 40 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",40,True,fine_tuned,4,0.0001,364.2077,True,1,0.5,val_accuracy,3,1,0.26905,91.5625,1455795,6.7018,1.4616,0.0011,22.8185,317.82,86.55,86.4957,86.55,86.4813
TT rank 44 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",44,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1547187,6.3059,1.4989,0.0011,22.8556,319.49,43.57,78.9093,43.57,43.4973
TT rank 44 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",44,True,fine_tuned,4,0.0001,363.2632,True,1,0.5,val_accuracy,4,0,0.223402,92.9297,1547187,6.3059,1.5496,0.0011,23.3019,310.7,87.74,87.7825,87.74,87.7103
TT rank 48 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",48,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1638579,5.9542,1.4879,0.0011,23.18,319.8,53.13,80.1387,53.13,54.2523
TT rank 48 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",48,True,fine_tuned,4,0.0001,273.4471,True,1,0.5,val_accuracy,2,1,0.224662,92.6953,1638579,5.9542,1.4708,0.0011,26.1601,313.45,87.94,88.1056,87.94,87.9616
TT rank 52 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",52,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1729971,5.6396,1.4692,0.0011,23.6693,319.56,61.84,81.6802,61.84,64.0255
TT rank 52 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",52,True,fine_tuned,4,0.0001,272.5079,True,1,0.5,val_accuracy,2,1,0.194216,93.4766,1729971,5.6396,1.4746,0.0011,24.2017,309.28,87.83,87.8201,87.83,87.7753
TT rank 58 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",58,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,1867059,5.2256,1.5706,0.0011,24.1116,318.15,71.18,83.6868,71.18,72.8076
TT rank 58 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",58,True,fine_tuned,4,0.0001,181.9865,True,1,0.5,val_accuracy,1,1,0.184596,94.1016,1867059,5.2256,1.4734,0.0011,25.2484,316.13,88.26,88.5209,88.26,88.2706
TT rank 64 | no_ft,TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",64,False,compressed,0,0.0,0.0,False,0,0.0,,0,0,0.0,0.0,2004147,4.8681,1.4947,0.0011,24.8325,316.7,78.58,85.9853,78.58,79.8495
TT rank 64 | ft [fine_tuned],TT,"[""features.0"", ""features.4"", ""features.8"", ""features.11"", ""features.15"", ""features.18"", ""features.22"", ""features.25""]",64,True,fine_tuned,4,0.0001,274.7486,True,1,0.5,val_accuracy,2,1,0.140798,95.625,2004147,4.8681,1.5149,0.0011,25.7255,319.85,88.81,88.9483,88.81,88.7934
