experiment_name,method,target_layers,rank,fine_tuning_enabled,fine_tuning_time_s,total_parameters,compression_ratio,compression_time_s,model_memory_mb,peak_inference_memory_mb,test_eval_time_s,macs_g,latency_ms,throughput_fps,accuracy,precision,recall,f1_score
Baseline,None,None,None,False,0.0,855770,1.0,0.0,3.2812,52.1885,1.8874,0.1279,5.7996,7451.54,94.25,94.2591,94.25,94.2457
CP rank 0015 [compressed],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,15,False,0.0,72561,11.7938,22.5278,0.2939,58.7964,2.3951,0.0207,13.5155,4492.3,11.92,16.5148,11.92,5.4959
CP rank 0015 [fine_tuned],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,15,True,39.6498,72561,11.7938,22.5278,0.2948,59.1636,2.0527,0.0207,13.9756,5472.82,65.97,69.8618,65.97,65.2951
CP rank 0017 [compressed],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,17,False,0.0,81227,10.5355,22.2294,0.327,60.8496,2.3103,0.0231,13.6747,4685.2,20.24,15.6842,20.24,12.2468
CP rank 0017 [fine_tuned],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,17,True,43.0264,81227,10.5355,22.2294,0.3278,61.27,2.1557,0.0231,13.716,5065.98,67.25,74.0339,67.25,67.3528
CP rank 0020 [compressed],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,20,False,0.0,94151,9.0893,23.1697,0.3763,63.8608,2.4654,0.0267,15.5919,4410.44,13.59,22.5795,13.59,7.8385
CP rank 0020 [fine_tuned],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,20,True,46.2684,94151,9.0893,23.1697,0.3771,64.2983,2.2538,0.0267,14.5347,4836.04,62.75,73.2247,62.75,63.4429
CP rank 0022 [compressed],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,22,False,0.0,102767,8.3273,24.2865,0.4091,67.3955,2.3227,0.0291,15.4068,4702.28,25.56,32.8093,25.56,18.5565
CP rank 0022 [fine_tuned],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,22,True,47.6768,102767,8.3273,24.2865,0.41,67.8677,2.3723,0.0291,14.8745,4595.02,76.61,78.1905,76.61,76.3188
CP rank 0025 [compressed],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,25,False,0.0,115691,7.397,24.051,0.4584,68.4653,2.4539,0.0326,14.4873,4424.51,30.08,51.5434,30.08,27.0755
CP rank 0025 [fine_tuned],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,25,True,51.0245,115691,7.397,24.051,0.4593,69.0073,2.5864,0.0326,13.7332,4159.52,60.02,70.7767,60.02,59.1483
CP rank 0027 [compressed],CP,conv1|layer1.0.conv1|layer1.0.conv2|layer1.1.conv1|layer1.1.conv2|layer1.2.conv1|layer1.2.conv2|layer1.3.conv1|layer1.3.conv2|layer1.4.conv1|layer1.4.conv2|layer1.5.conv1|layer1.5.conv2|layer1.6.conv1|layer1.6.conv2|layer1.7.conv1|layer1.7.conv2|layer1.8.conv1|layer1.8.conv2|layer2.0.conv1|layer2.0.conv2|layer2.1.conv1|layer2.1.conv2|layer2.2.conv1|layer2.2.conv2|layer2.3.conv1|layer2.3.conv2|layer2.4.conv1|layer2.4.conv2|layer2.5.conv1|layer2.5.conv2|layer2.6.conv1|layer2.6.conv2|layer2.7.conv1|layer2.7.conv2|layer2.8.conv1|layer2.8.conv2|layer3.0.conv1|layer3.0.conv2|layer3.1.conv1|layer3.1.conv2|layer3.2.conv1|layer3.2.conv2|layer3.3.conv1|layer3.3.conv2|layer3.4.conv1|layer3.4.conv2|layer3.5.conv1|layer3.5.conv2|layer3.6.conv1|layer3.6.conv2|layer3.7.conv1|layer3.7.conv2|layer3.8.conv1|layer3.8.conv2|fc,27,False,0.0,124307,6.8843,24.3954,0.4913,71.4824,2.5149,0.035,14.2508,4316.48,43.36,61.2476,43.36,39.1857
